"","fnb","fnb_SA","fnb_rate","fnb_rate_SA"
"1",98.207,97.7058786316772,-7.77559702123264,1.39908091587523
"2",97.802,98.9953303037968,-0.412394228517302,1.43332570952389
"3",97.984,96.5865080895982,0.186090264002769,-2.25689384635945
"4",92.906,100.76078754227,-5.1824787720444,4.16137809671695
"5",98.236,99.1839648479255,5.7369814651368,-1.76291946244441
"6",96.575,98.4069906120935,-1.69082617370414,-0.790294105653379
"7",100.531,100.995323764145,4.09629821382346,2.84663798882022
"8",99.601,100.435352317725,-0.925087783867669,-0.382289085987454
"9",95.608,96.1415355132342,-4.00899589361552,-4.29629413529676
"10",94.913,94.213708587534,-0.726926617019504,-1.75984833720539
"11",96.543,96.1248634266036,1.71736221592407,2.17772893170121
"12",107.582,97.47957138231,11.4342831691578,2.00421954059053
"13",100.856,100.464253331884,-6.25197523749326,2.69268938110147
"14",101.438,102.670905332336,0.577060363290243,2.32502957922114
"15",99.458,98.7529419928116,-1.95193122892802,-3.79143617665195
"16",96.051,102.961508842597,-3.42556657081381,4.29465826567471
"17",102.02,102.269872386473,6.21440692965195,-0.883270480190656
"18",98.591,100.099522414719,-3.36110566555578,-2.07829105014989
"19",102.328,102.372833055684,3.79040683226665,2.44403651172078
"20",100.784,101.37327190898,-1.50887342662809,-0.825590092459584
"21",98.13,99.2589747920118,-2.63335450071441,-2.08831497727559
"22",100.45,99.912576611905,2.36421074085398,0.888250658593537
"23",100.517,100.67678581377,0.0666998506719692,0.893416997420222
"24",109.918,100.34411562826,9.35264681596149,-0.137129367890823
"25",99.364,99.0784878837684,-9.60170308775633,-1.08409364860576
"26",99.929,101.19597772973,0.568616400305944,2.21667176243883
"27",104.447,104.426510782059,4.52121005914199,3.28387504932313
"28",97.109,103.066315404771,-7.02557277853841,-0.929435292101439
"29",103.328,102.869815562681,6.40414379717638,-0.291062209468905
"30",106.041,107.216524474106,2.62561938680706,4.2916676382642
"31",104.257,103.873247223085,-1.68236814062484,-3.12384862106506
"32",106.266,106.603095055746,1.9269689325417,2.75298568559894
"33",102.667,104.386316305948,-3.38678410780495,-2.00684650015508
"34",103.046,102.66830439867,0.369154645601805,-1.54697194315164
"35",103.907,104.645525490565,0.835549172214341,2.03177543280764
"36",116.522,107.48099004816,12.140664247837,2.59462101886595
"37",101.276,101.023018365154,-13.0842244383035,-4.98948785781819
"38",108.316,109.974786091045,6.95130139420989,8.86206537538146
"39",104.797,104.986846528301,-3.24882750470845,-4.65398820408655
"40",99.628,104.774517558084,-4.93239310285599,0.0795594615669017
"41",108.157,107.206024428118,8.5608463484161,2.36234620089603
"42",104.169,104.934436227346,-3.68723244912488,-1.93541533896279
"43",105.214,104.605623063416,1.00317752882336,-0.245049367611906
"44",105.294,105.518275009744,0.0760355085825064,0.978070555041481
"45",102.61,104.649239414309,-2.54905312743366,-0.71952674420756
"46",107.709,107.457120473236,4.96930123769613,2.86066047802111
"47",104.469,105.551722286472,-3.00810517226973,-1.61568247798652
"48",111.326,102.629595953799,6.56366960533747,-2.87961463224466
"49",104.187,104.014075796233,-6.41269784237285,1.22061773733356
"50",93.238,95.3333944346968,-10.5089886454164,-8.32969998970933
"51",98.557,98.9992552895229,5.70475557176259,4.13371615883938
"52",95.024,99.3960145148655,-3.58472761955011,0.341117919390167
"53",100.24,98.8267498855122,5.48913958578885,-0.219301510370192
"54",98.198,98.5751379151455,-2.03711093375898,-0.210896476951728
"55",99.117,98.2970621809078,0.935864274221482,-0.134764218155308
"56",100.72,100.834109720562,1.6172805875884,2.57539507961594
"57",97.553,99.904408759147,-3.14436060365369,-0.888045665554927
"58",100.763,100.618879665809,3.29051899992825,0.963702475757695
"59",98.393,99.7915590819174,-2.35205382928258,-0.789905545549412
"60",109.525,101.135790086713,11.3138129745002,1.94600763340109
"61",101.623,101.128057082319,-7.21479114357453,-0.0683523605521845
"62",101.052,103.536930765851,-0.56188067661848,2.23481401786541
"63",101.207,101.620977262917,0.1533863753315,-1.81096316689473
"64",100.073,104.253015517578,-1.12047585641309,2.59122422673221
"65",106.746,105.281696507279,6.66813226344769,1.15441221803247
"66",102.47,102.881518618194,-4.00577070803589,-2.11754711174182
"67",104.626,103.893057310475,2.10403044793599,1.08797587251788
"68",103.244,103.226904718566,-1.32089537973353,-0.585753135532891
"69",102.604,104.872726201582,-0.619890744256325,1.65243580877144
"70",106.874,106.509735661936,4.16163112549218,1.71060947485493
"71",104.162,105.671650847685,-2.53756760297171,-0.666023953285529
"72",113.748,105.743917478977,9.20297229315873,0.161139082865061
"73",107.834,107.008200663375,-5.19921229384253,1.20123466520971
"74",104.048,106.921265884743,-3.51095201884378,-0.0740043670431381
"75",105.886,106.278134516818,1.76649238812855,-0.570732814942192
"76",104.243,108.243460623295,-1.55166877585328,1.96390786987413
"77",109.941,108.444096054551,5.46607446063525,0.161080482446875
"78",108.888,109.355662768312,-0.957786449095421,1.00243430127442
"79",111.804,111.183126408676,2.67798104474322,1.72220911239849
"80",106.34,106.217403090399,-4.88712389538836,-4.37352446137415
"81",106.119,108.331376423043,-0.207823960880199,2.07848597924705
"82",108.606,108.046825949733,2.34359539761965,-0.237117272783774
"83",106.875,108.519878417768,-1.59383459477376,0.579040712179512
"84",117.394,109.796469394491,9.84233918128655,1.11583657772596
"85",114.568,113.302266934941,-2.40727805509652,3.23461650062166
"86",104.748,107.515708011203,-8.57132881781998,-4.84231850568793
"87",110.7,111.014221259712,5.68220872952228,3.39234990004823
"88",107.88,111.758622517277,-2.54742547425475,0.902290223574924
"89",110.67,109.33491226348,2.58620689655173,-2.42896988574489
"90",110.86,111.798778156933,0.171681575856147,2.42220810487313
"91",111.646,110.947908059504,0.70900234530038,-0.825771583178596
"92",109.887,109.60174386537,-1.57551546853448,-1.15207232435099
"93",108.024,109.984881473359,-1.69537797919681,0.476751466323724
"94",109.582,108.991423684935,1.44227208768421,-0.928616626131902
"95",108.478,110.332539865639,-1.00746472960888,1.38571875781312
"96",117.657,110.66833106137,8.46162355500655,0.0948587457707557
"97",108.416,106.678549808679,-7.85418632125585,-3.05122600917309
"98",108.351,110.98180130206,-0.0599542502951573,3.95942405443207
"99",112.67,112.875393729228,3.98611918671725,1.74511404790179
"100",107.618,111.344655633079,-4.48389100914175,-1.0953669573498
"101",111.791,110.588385189431,3.87760411827018,-0.839843129790753
"102",112.683,114.063656312418,0.797917542557102,3.34990522504907
"103",111.417,110.612558527035,-1.1235057639573,-3.22296644790004
"104",110.103,109.625213558613,-1.17935324052883,-0.828591279662921
"105",108.15,109.828775543518,-1.77379362960136,0.304758721645531
"106",109.065,108.41200798244,0.846047156726761,-1.29128590634904
"107",107.623,109.655785418274,-1.32214734332737,1.31713059362879
"108",116.129,109.71879418446,7.90351504789868,-0.0756711230344482
"109",113.952,112.138570897647,-1.87463940962206,2.11692273052427
"110",105.038,107.272228677013,-7.82259196854816,-4.1548667870775
"111",108.356,108.344653016499,3.15885679468383,1.10320228169484
"112",103.658,107.42624863692,-4.33570822104913,-0.65657954595485
"113",110.543,109.767157642361,6.64203438229563,2.29328829197986
"114",106.523,108.272414467676,-3.6365939046344,-1.11753348118171
"115",106.667,105.905686370897,0.135182073355055,-2.30657097911098
"116",112.386,111.551689446705,5.36154574516954,5.33866288561332
"117",106.347,107.79069170379,-5.37344509102557,-3.15922659436964
"118",110.712,110.074298703461,4.10448813788824,2.21421663116345
"119",106.832,108.750671461866,-3.50458848182673,-0.97357337288007
"120",115.085,108.925579132761,7.72521341920024,0.0595331122792233
"121",106.352,104.493489728033,-7.58830429682408,-3.7236422198861
"122",105.407,107.274414404456,-0.888558748307514,2.40196281327356
"123",105.058,104.858531267332,-0.331097555190822,-2.22719279618921
"124",99.722,103.557051950551,-5.07909916427118,-1.13539807691329
"125",104.982,104.654731751312,5.2746635647099,1.27054630823482
"126",98.982,101.117730475761,-5.71526547408127,-3.25124474643807
"127",103.057,102.352128264392,4.11691014527894,1.31348230461149
"128",105.633,104.451261668062,2.49958760685833,2.08640752429398
"129",101.135,102.348486480957,-4.25813902852327,-1.92196104377819
"130",103.787,103.166222385123,2.62223760320364,0.968266740776053
"131",99.801,101.603944809847,-3.8405580660391,-1.42560274260031
"132",105.596,99.6844533113645,5.80655504453863,-1.55045240131321
"133",103.662,101.799282966816,-1.83150876927156,1.90399327221713
"134",102.244,103.991122765713,-1.36790723698174,1.78274613130034
"135",101.754,101.489332226327,-0.479245725910562,-2.33097877044787
"136",99.142,103.007529948531,-2.56697525404408,1.47181073512884
"137",103.531,103.351369763775,4.42698351858951,0.525048585481236
"138",97.786,100.041514420184,-5.54906259960785,-3.11422368174066
"139",104.676,104.012965633613,7.04599840467961,4.15545463952859
"140",100.922,99.5997807814009,-3.58630440597654,-4.17435771100776
"141",102.967,104.105727606183,2.02631735399616,4.42865284944998
"142",102.931,102.306154147924,-0.0349626579389526,-1.61904257116433
"143",97.183,98.9371367347201,-5.58432347883533,-3.20585376642999
"144",103.912,98.0921341763823,6.92405050265993,-0.305866875908388
"145",108.675,106.812238351258,4.583686196012,8.2407544487484
"146",98.775,100.405614208492,-9.10973084886128,-6.09298591408357
"147",100.19,99.8635372027058,1.43254872184256,-0.36946383721597
"148",96.538,100.436876069241,-3.64507435871844,0.493553350510267
"149",97.729,97.699340004311,1.23371107750316,-2.56192696509536
"150",94.42,96.7973798054176,-3.38589364467046,-0.976764220534136
"151",101.093,100.473633656381,7.06735861046389,4.09252470480696
"152",101.213,99.7522533011962,0.118702580791934,-0.642044694795985
"153",99.548,100.614044890776,-1.64504559690948,0.824911837241743
"154",99.998,99.3713462356573,0.45204323542412,-1.0613961245319
"155",97.828,99.5357731500894,-2.17004340086802,0.17201420972606
"156",103.993,98.2673135319127,6.30187676329884,-0.801553133608682
"157",96.351,94.474438948735,-7.34857153846893,-3.77082871736761
"158",100.997,102.550441293588,4.82195306743054,7.76688162887988
"159",101.548,101.193162496687,0.545560759230474,-1.21266592964299
"160",94.654,98.5698808747963,-6.7889077086698,-2.60205563780442
"161",97.633,97.6843474359883,3.14725209711158,-0.592516826179615
"162",96.097,98.5671051863483,-1.57323855663557,0.847937288397361
"163",99.61,99.0040407931488,3.65568123874835,0.595845616167689
"164",103.411,101.878393635224,3.8158819395643,2.97389733064203
"165",98.827,99.8409714421512,-4.43279728462156,-1.94161433832971
"166",100.037,99.4014997576562,1.2243617634857,-0.247376441294354
"167",99.526,101.215441923542,-0.510810999930036,1.8252792370933
"168",107.101,101.436704485503,7.61107650262243,0.574865368111595
"169",100.903,99.0136709595465,-5.78706081175712,-2.25807934560747
"170",98.79,100.266996279808,-2.09409036401296,0.779408082642405
"171",101.482,101.099212179578,2.7249721631744,1.01094612628534
"172",96.453,100.386052303472,-4.95555862123332,-0.720038883666991
"173",97.964,98.0962637249964,1.56656609955107,-2.11686712961317
"174",99.168,101.730590400103,1.22902290637378,3.66273501687828
"175",100.921,100.328058738233,1.76770732494353,-1.37663016143468
"176",104.838,103.233092929024,3.88125365384805,2.95854157326884
"177",101.326,102.287405104755,-3.34993036875942,-0.837021176758703
"178",102.149,101.504144199049,0.812229832422091,-0.617315611722904
"179",102.369,104.039585424554,0.215371662962926,2.5459607881344
"180",107.614,102.010576230658,5.12362140882494,-1.84493004531052
