"","fnb_current","fnb_current_SA","fnb_current_rate","fnb_current_rate_SA"
"39",85.754,86.0511427929763,-2.97345613360186,-3.89407403712069
"40",82.24,86.3093773363029,-4.09776803414419,0.766869331155613
"41",89.401,88.620756251445,8.70744163424125,2.62530157303137
"42",86.23,87.0826171461761,-3.5469401908256,-1.55680992610894
"43",87.854,87.2947203258664,1.88333526614867,0.269917857630622
"44",87.868,88.1717096767979,0.015935529401047,1.11493267034289
"45",85.738,87.677604915995,-2.42409068147676,-0.452616506863756
"46",90.362,90.1575541869486,5.39317455503977,3.03780900757623
"47",87.691,88.6933191919702,-2.95588853721696,-1.50146699869992
"48",94.001,86.6370126042553,7.19572133970419,-2.61778964343865
"49",88.554,88.076117563068,-5.79461920617866,1.78348363247981
"50",79.278,80.7671191456128,-10.4749644284843,-8.39060940600335
"51",83.831,84.3151705302982,5.74308130881202,4.69443929976485
"52",80.769,84.3506763542307,-3.65258675191755,0.137691802236236
"53",85.197,84.0473482172214,5.48230137800393,-0.126326588627441
"54",83.37,83.9417501961312,-2.14444170569386,-0.0650303910893006
"55",84.355,83.6405065121767,1.18148014873456,-0.233536823283079
"56",85.553,85.8134053952535,1.42018848912334,2.56293112420061
"57",83.15,85.3936483498064,-2.80878519747991,-0.410237855320215
"58",85.837,85.7043873251192,3.23150932050511,0.629120927844602
"59",84.136,85.3943991102124,-1.98166291925394,-0.373516479071484
"60",94.08,86.8314354724848,11.8189597794048,2.17965211018096
"61",87.406,86.5921872684633,-7.093962585034,-0.112435069220052
"62",87.68,89.4687594309096,0.313479623824452,3.00023901879802
"63",87.058,87.5063706493663,-0.709397810218978,-2.10944396526139
"64",86.283,89.8398453632198,-0.890211123618743,2.72657611605235
"65",92.274,91.0517052577269,6.94343033969612,1.48318235398947
"66",88.362,88.9687315994782,-4.23954743481371,-2.11871159365844
"67",90.62,90.0261242914067,2.55539711640752,1.28390220000911
"68",89.46,89.5793542803513,-1.2800706245862,-0.426939756975258
"69",88.953,91.1817187507974,-0.56673373574781,1.85183395021285
"70",92.965,92.648507875069,4.51024698436253,1.78147495169189
"71",90.703,92.0687680909269,-2.43317377507664,-0.545636028934263
"72",99.28,92.2570593000087,9.45613706272119,0.251746779672461
"73",94.45,93.2965222545639,-4.86502820306205,1.28830693906294
"74",91.88,93.9695637352286,-2.72101641079937,0.58775320897974
"75",92.773,93.1916335257736,0.971919895515891,-0.76212259075733
"76",91.991,95.5327073552972,-0.842917659232747,2.6155880431716
"77",97.304,96.0223855070698,5.77556500092401,0.475276705537719
"78",96.2,96.8565454957525,-1.13458850612513,1.03562150315619
"79",99.311,98.8540838476538,3.23388773388774,2.11007165076376
"80",94.606,94.600123585835,-4.73764235583169,-4.17375934195201
"81",94.446,96.6750882155432,-0.169122465805548,2.26691408762838
"82",97.53,97.0431577759986,3.26535798233912,0.404735443267873
"83",96.083,97.5678967098461,-1.4836460576233,0.675747254062448
"84",105.805,99.0165249019331,10.1183351893675,1.33925767805127
"85",104.281,102.703592677906,-1.44038561504655,3.87365021511299
"86",94.685,96.6337279647467,-9.20205981914251,-5.65267726605455
"87",100.063,100.470499893521,5.67988593758251,4.1052828024433
"88",97.744,101.329686202011,-2.31753994983161,1.08233978076908
"89",100.323,99.1735496909462,2.638525126862,-2.43260530214821
"90",100.563,101.688943256486,0.239227295834464,2.69071527321085
"91",101.371,100.859973159153,0.803476427711974,-0.859217476265911
"92",99.853,99.6472946595034,-1.49746969054266,-1.08713825358713
"93",98.236,100.262132736686,-1.61938048931929,0.733203583092627
"94",100.093,99.5444750254874,1.89034569811474,-0.767841251632586
"95",99.384,101.069895317751,-0.708341242644344,1.66093059845377
"96",107.811,101.428696901795,8.47923206954843,0.0760530460671482
"97",99.82,97.7900061754522,-7.412045153092,-2.93960914186656
"98",100.256,102.036378131565,0.436786215187344,4.22623928733697
"99",103.838,104.207995061662,3.57285349505266,2.16020364973155
"100",99.065,102.669482031335,-4.59658313912055,-1.24975908870815
"101",103.153,102.111719039648,4.12658355625095,-0.706570554833688
"102",104.374,105.945683219818,1.18367861332195,3.92851117027703
"103",103.043,102.454541711023,-1.27522179853219,-3.46152620676952
"104",102.4,101.970518625745,-0.624011335073708,-0.348763453337035
"105",100.673,102.471603802606,-1.6865234375,0.604221496515861
"106",102.117,101.481699156816,1.43434684572825,-0.996645851148522
"107",101.012,102.873281144558,-1.08209211003065,1.52377937902043
"108",109.011,103.009725385365,7.91886112541084,-0.0797358367008938
"109",107.735,105.613675993779,-1.17052407555201,2.4884179851606
"110",99.547,100.879478613713,-7.60012994848471,-4.28297310106689
"111",102.222,102.43422232521,2.68717289320622,1.60162243074152
"112",97.914,101.685844778882,-4.21435698773258,-0.551459815140417
"113",104.738,104.124777814065,6.96938129378842,2.45272971122612
"114",101,102.933071539425,-3.56890526838397,-0.88882876050201
"115",101.129,100.582858888421,0.127722772277233,-2.36850161043934
"116",107.061,106.265364007807,5.86577539578163,5.75091937800367
"117",101.048,102.637598132894,-5.61642428148439,-3.18240610776124
"118",105.598,105.006199263577,4.50281054548333,2.36445354107642
"119",102.251,104.052936025058,-3.16956760544707,-0.667591453180432
"120",110.21,104.322405679572,7.78378695562879,0.0382725769062846
"121",102.397,100.204245659533,-7.08919335813446,-3.52280204060952
"122",102.551,103.454924943417,0.150395031104423,2.96740637511444
"123",101.218,101.291241436438,-1.29984105469474,-2.08613679725574
"124",96.124,100.079833239007,-5.0327016933747,-1.08157144583222
"125",101.872,101.701296165954,5.97977612250843,1.75403171554224
"126",95.999,98.3052731887822,-5.7650777446207,-3.17310794443488
"127",100.291,99.7963431478464,4.47087990499901,1.64437948158926
"128",103.202,102.046831619793,2.90255356911388,2.38023217801643
"129",98.647,100.031669841004,-4.41367415360167,-1.85060131691839
"130",101.571,101.024969130735,2.96410433160663,1.1073073399801
"131",97.894,99.6370530485325,-3.62012779238168,-1.2299751319432
"132",103.7,97.9262657362231,5.93090485627311,-1.56630756945811
"133",101.735,99.5149248140021,-1.89488910318226,1.57691443921981
"134",101.258,102.023775462891,-0.468865188971351,2.15971999491314
"135",99.578,99.602825876002,-1.65912816765094,-2.3566076607815
"136",97.443,101.473544396353,-2.14404788206231,1.91406565534375
"137",101.939,101.918542911789,4.61397945465554,0.471843263425547
"138",95.993,98.413554565801,-5.83290006768754,-3.28535654850503
"139",103.632,103.178534195275,7.95787192816144,5.05773384561934
"140",100.227,98.9243455100072,-3.28566465956461,-3.99285386943538
"141",101.8,103.120810256273,1.56943737715385,4.20712713610937
"142",102.192,101.65579008646,0.385068762278974,-1.38398688312809
"143",96.645,98.3585351373074,-5.42801784875528,-3.07481354713101
"144",103.472,97.7504285329664,7.0639971027989,-0.317811563373846
"145",109.855,107.611168123773,6.16881861759704,9.5645991554714
"146",98.974,99.6042766812098,-9.90487460743707,-7.45782707580449
"147",98.82,98.7981475579532,-0.155596419261635,-0.758122026056808
"148",95.78,99.8861998194177,-3.0763003440599,1.09418324914597
"149",97.402,97.5319409466724,1.69346418876592,-2.36048796906666
"150",94.014,96.5486874074004,-3.47836800065708,-0.971485893091706
"151",100.813,100.400276882817,7.23190163167189,4.26109834240794
"152",100.852,99.401626555478,0.0386854869907665,-0.851191506218484
"153",99.416,100.672933341943,-1.42386863919407,1.28978947065788
"154",100.486,99.9599114571637,1.07628550736301,-0.604505970011044
"155",98.218,99.902635385639,-2.2570308301654,0.0590146089064114
"156",105.369,99.7003954423617,7.28074283736178,0.0133941014574095
"157",96.787,94.5201198058578,-8.14471049359868,-4.82617704001234
"158",104.026,104.569655362194,7.47931023794517,9.83066561497526
"159",102.608,102.568958951283,-1.36312075827196,-1.89441506292106
"160",95.264,99.4107145027302,-7.15733665990957,-2.93476500552205
"161",99.026,99.2367295650825,3.94902586496473,-0.0594688144029738
"162",97.583,100.208581947486,-1.45719306040838,1.05654495999977
"163",100.985,100.583320835697,3.48626297613314,0.434005526971351
"164",105.118,103.592729385862,4.09268703272763,3.1181504033827
"165",100.659,101.869418593945,-4.24189957952015,-1.50367497707173
"166",101.563,101.034401404724,0.898081641979352,-0.732110010211613
"167",101.273,102.950229445527,-0.285537055817577,2.02536367035791
"168",110.059,104.42582067963,8.67556011967652,1.46490318505054
"169",103.571,101.281205756591,-5.8950199438483,-2.62029113512412
"170",103.01,103.466928984982,-0.541657413754809,1.71457893119959
"171",104.23,104.173425959571,1.1843510338802,0.724864813548379
"172",98.928,103.114696418503,-5.0868272090569,-0.811587051672181
"173",101.103,101.393797033454,2.19856865599223,-1.76389275423193
"174",103.006,105.721674883444,1.88223890487919,4.40340397767188
"175",104.567,104.175482730363,1.5154457021921,-1.61770771416789
"176",109.235,107.633961472095,4.46412348063921,3.40547246101614
"177",105.176,106.339044415862,-3.71584199203552,-0.952527612896204
"178",106.117,105.585066669135,0.894690803985703,-0.684399700690862
"179",106.702,108.371033569202,0.551278306020707,2.8575083967364
"180",112.346,106.747503476224,5.28949785383592,-1.86402044696995
