"","fnb_current","fnb_current_SA","fnb_current_rate","fnb_current_rate_SA"
"1",73.041,72.5476064679235,-7.82888510316109,1.39623294983462
"2",73.272,73.9750031571034,0.316260730274789,2.10822346600785
"3",72.898,71.9556252314149,-0.510426902500286,-2.6353942053505
"4",69.346,75.1658957855473,-4.87256166149962,4.38786189378726
"5",73.397,74.1062459182046,5.84172122400715,-1.54405143333405
"6",72.158,73.6784925438853,-1.68807989427361,-0.651948738644063
"7",75.343,75.5846557304751,4.41392499792123,2.855720963186
"8",74.701,75.3473125102326,-0.85210304872385,-0.134120601513146
"9",71.684,72.3292265272468,-4.03876788798008,-4.17356283004828
"10",71.328,70.8449607085058,-0.496624072317385,-1.70103618210503
"11",72.564,72.4059853230559,1.73283983849258,2.28579434656034
"12",81.923,73.9978546073479,12.897580067251,2.99766305904565
"13",76.11,75.6723261484592,-7.095687413791,1.93645026914911
"14",76.52,77.2760771761285,0.538693995532777,2.20867544866628
"15",75.111,74.7136003424842,-1.84134866701515,-3.29821071459906
"16",72.822,78.027094538203,-3.04748971522147,4.55182427890843
"17",77.384,77.5476898754705,6.26459037104171,-0.709151874139904
"18",74.847,76.1847513069832,-3.27845549467591,-1.81562911494396
"19",77.893,77.8188361353418,4.06963538952798,2.37660725200946
"20",76.735,77.2338959120833,-1.48665477000501,-0.610408312782604
"21",74.723,75.8608181599805,-2.62201081644621,-1.92904594994277
"22",76.708,76.3208031018058,2.65647792513684,0.986794776904665
"23",76.946,77.2276125894545,0.310267507952234,1.22329121922942
"24",85.282,77.5626835226802,10.8335715956645,0.875457962870934
"25",76.462,76.0743548147637,-10.3421589549964,-1.75257842521884
"26",77.298,78.1002257230246,1.09335356124611,2.63992237026379
"27",80.437,80.5764155235269,4.06090713860643,3.27161372124431
"28",75.16,79.742388392446,-6.56041373994555,-0.621851195545393
"29",79.991,79.6014839659376,6.42762107503992,-0.133160600513373
"30",82.055,83.2040283814801,2.58029028265681,4.47131409000141
"31",82.173,81.7787030298051,0.143805983791353,-1.68214227683651
"32",83.836,84.1860390156456,2.02377910019106,3.06059532326279
"33",81.009,82.6408427065412,-3.37205973567441,-1.84902268867312
"34",82.361,82.0744079195727,1.66895036353986,-0.46368483512206
"35",83.232,83.9613317909598,1.05753936936171,2.33296277618486
"36",93.638,86.1358258279842,12.5024029219531,2.48843466122962
"37",82.48,82.0303402556916,-11.9161024370448,-3.76613485380377
"38",88.382,89.5118993507384,7.1556741028128,8.96761882191093
