"","ipi","ipi_SA","ipi_growth","ipi_growth_SA"
"1",52.252,54.1685266029879,-14.7240265039005,-5.55634379923806
"2",39.595,45.8732080912053,-24.2229962489474,-14.7681688680113
"3",51.798,49.4384505908318,30.8195479227175,11.69301874603
"4",50.565,53.1638024927435,-2.38040078767521,6.61935628918628
"5",49.916,52.0735768871222,-1.28349648966677,-1.79370196659417
"6",56.926,55.1921293531155,14.0435932366376,7.08375482393183
"7",51.798,50.6550897460805,-9.00818606612093,-6.95291649749846
"8",55.628,55.6067551243305,7.39410788061315,8.60563547917702
"9",62.768,60.416928353528,12.8352628172863,9.36372332402314
"10",62.702,60.4154149528341,-0.105149120570996,0.0755411908040355
"11",58.418,58.7233432878941,-6.8323179483908,-1.24758996689687
"12",64.649,61.7555784231509,10.6662330103735,4.58122846863496
"13",52.252,54.4808063855376,-19.1758573218457,-10.1194118183791
"14",53.68,59.8536858971513,2.73290974508152,10.779122919971
"15",64.26,61.8175602460219,19.7093889716841,2.27043046694517
"16",51.538,53.3170365186527,-19.7976968565204,-12.5935896489651
"17",54.979,56.7309528767235,6.67662695486826,7.02699457151691
"18",69.648,67.9674967138292,26.6810964186326,20.2333901148066
"19",62.119,60.343768615019,-10.8100735125201,-10.1334112914075
"20",58.613,58.915409897226,-5.64400585972086,-2.90752747819
"21",66.856,64.4900488104018,14.0634330268029,10.1277553211267
"22",64.975,63.334804194481,-2.81350963264329,-1.47830723864113
"23",68.025,68.7237205081562,4.69411312043095,9.58189218946766
"24",68.349,66.2050511529675,0.476295479603084,-4.75282015448566
"25",60.366,62.8578214176798,-11.6797612254751,-3.58540208229205
"26",56.536,62.556070758671,-6.34463108372262,0.296658988516485
"27",64.26,61.6857487627668,13.6620914107825,-2.08094903243822
"28",62.897,63.8144877651705,-2.12107065048243,3.30039036350944
"29",64.13,65.4416844459868,1.96034787032767,3.18697595037357
"30",62.248,60.5976661580985,-2.93466396382348,-8.85186709487027
"31",77.567,75.1476960714063,24.6096260120807,23.925814299577
"32",67.246,67.8724764297473,-13.3059161756933,-9.0265912473079
"33",64.845,62.4767441990782,-3.57047259316539,-7.95545547302977
"34",67.181,66.2094127999829,3.60243657953581,6.10392136872746
"35",66.077,67.2009615243258,-1.64332177252497,2.5549792485227
"36",65.623,64.2659426387951,-0.687077197814661,-5.0571325078796
"37",65.364,68.1153168556394,-0.394678694969752,6.7365794317886
"38",62.312,68.2170688608578,-4.6692368888073,0.666947174209273
"39",75.684,72.3114436287183,21.4597509307998,6.1059782595601
"40",59.586,59.7510730018971,-21.2700174409386,-16.3299203642001
"41",55.498,56.2497564365857,-6.86067196992582,-5.35630906795462
"42",63.676,61.7157346496569,14.7356661501315,9.54893705351128
"43",60.561,57.8966498689101,-4.89195301212388,-5.91558709896868
"44",59.197,60.3294662141404,-2.25227456613992,3.16724951360358
"45",66.986,64.9519459802039,13.1577613730426,8.72378745369461
"46",59.002,58.8071668891323,-11.9189084286269,-8.75752822862806
"47",61.664,63.3869736966439,4.51171146740788,8.09058914135367
"48",56.86,55.7222527833579,-7.79060716139077,-12.0645282953975
"49",48.552,51.5719739982241,-14.6113260640169,-8.07428916260231
"50",55.172,60.9674909053259,13.6348657109903,17.670193674007
"51",51.278,47.1088246746075,-7.05792793445951,-22.0193875960544
"52",60.041,59.4502159851825,17.0892000468037,21.549773752394
"53",58.224,58.4072577403647,-3.02626538532003,-1.24515242275456
"54",59.457,57.1717603012651,2.11768342951361,-2.34238172144728
"55",71.466,68.5350886733334,20.1977899994954,18.826742079501
"56",66.597,68.2065565429427,-6.81302997229452,-0.264679570042839
"57",62.702,60.9658638432284,-5.84861179933029,-10.3464307745572
"58",60.561,61.0999449339435,-3.41456412873592,0.388376278129243
"59",55.757,58.0293176983869,-7.93249781212332,-4.99208447899861
"60",65.558,64.5865617830827,17.5780619473788,13.3805282059328
"61",68.479,71.6860066542499,4.45559657097531,10.3816677498705
"62",66.013,72.1085174272313,-3.60110398808393,0.269955727579423
"63",78.15,73.3396494565301,18.3857724993562,2.92410608623849
"64",89.51,88.1553490204335,14.5361484325016,18.4577878992553
"65",92.366,92.0989726762694,3.19070494916768,5.32731166834019
"66",76.333,73.7554906748571,-17.3581187882987,-21.0544746622044
"67",78.086,75.4918920453033,2.29651657867502,1.68456294761738
"68",71.206,73.1383150097279,-8.81079835053658,-2.39600139686468
"69",78.995,77.5305978016633,10.9386849422801,6.6666978285206
"70",78.476,79.3608139933831,-0.657003607823287,3.12855263834342
"71",78.735,81.6433146162623,0.330037208828177,3.55470790203054
"72",71.336,69.6728856834871,-9.39734552613196,-15.1017717345276
"73",86.03,89.4768125568703,20.5982953908265,26.8536322515032
"74",73.299,79.7458380719525,-14.7983261652912,-11.0678012147272
"75",93.871,88.4692892374895,28.0658672014625,12.11933156622
"76",83.284,81.2059391950812,-11.2782435469953,-7.88859674253613
"77",78.575,77.8887868919308,-5.65414725517507,-3.16452199138596
"78",86.545,83.6911344572212,10.1431753102132,7.1986367128398
"79",82.331,80.0744229550604,-4.86914322029002,-4.7413710702419
"80",81.37,83.6089892907213,-1.16723955739636,5.08715893255662
"81",84.931,83.7054358507273,4.376305763795,0.299626245337359
"82",83.66,84.8441463432696,-1.4965089307791,2.23745963749742
"83",76.923,80.4071340244026,-8.05283289505139,-4.57711992443147
"84",89.302,86.8802209416808,16.0927160927161,8.84917076924238
"85",77.464,80.7568710119336,-13.2561420796847,-6.69777618467099
"86",82.255,89.4141559910321,6.18480842714034,11.0156585090451
"87",90.683,84.8659041255691,10.2461856422102,-6.93644392605344
"88",81.674,79.659999223614,-9.93460736852552,-5.93791280039315
"89",83.622,83.1373235099449,2.38509195092685,4.88019030324789
"90",93.232,89.8486916933443,11.4921910502021,7.97352052505091
"91",84.123,82.5623751673136,-9.77025055774841,-7.92541593589927
"92",79.059,81.5292426921461,-6.01975678470811,-0.485604967509171
"93",81.867,80.6115715771038,3.55177778621031,-0.708349059282726
"94",79.517,80.6343818621325,-2.87050948489624,0.610872774869993
"95",79.075,82.4099857831114,-0.555855980482152,2.73039451403915
"96",90.74,87.1391956784345,14.751817894404,6.42192328079638
"97",77.583,80.8057796916701,-14.4996693850562,-7.114150101467
"98",69.502,77.4571614217472,-10.4159416366988,-4.47343260571807
"99",87.429,81.2800438122462,25.7935023452563,7.37790453739207
"100",85.877,84.0031779911531,-1.77515469695411,2.8235052039575
"101",85.784,85.5695728073744,-0.108294421090617,2.38052714682169
"102",88.892,85.0367003522038,3.6230532500233,-0.488166517893125
"103",86.583,85.7645175456245,-2.59753408630698,0.942349472990144
"104",81.85,84.5862748554903,-5.46643105459502,-0.678135663868772
"105",89.432,88.1700746612616,9.26328649969457,4.79365695943679
"106",86.17,87.2344865465919,-3.64746399499061,-0.445169025474703
"107",84.445,87.6352085152318,-2.00185679470815,1.07019544016739
"108",96.532,91.7488890890877,14.3134584640891,4.87424397499323
"109",80.329,82.8700834110748,-16.7851075291095,-8.5914044899197
"110",78.601,87.5045554965639,-2.15115338171768,5.40857079329982
"111",98.085,92.2335068534445,24.7884886960726,5.88429128150392
"112",90.441,88.894210183257,-7.79324055666003,-3.29835339842048
"113",84.142,84.6460061789826,-6.96476155725833,-4.16270935795163
"114",89.546,85.450442743024,6.42247629008107,1.37567242195627
"115",88.873,87.5839744241277,-0.751569025975478,2.63667575726272
"116",84.98,87.5898511890672,-4.38040799792963,0.543991833480725
"117",88.396,86.9767992892853,4.01976935749588,-0.368568081000356
"118",86.446,87.1161421309509,-2.20598217113897,0.724593504688538
"119",82.818,86.0005179527276,-4.19683964555908,-0.841541818269195
"120",94.793,90.3169206895213,14.4594170349441,5.60666999093784
"121",82.046,83.8422270872258,-13.4471954680198,-6.49209081089801
"122",76.028,85.8211464310063,-7.33490968481096,1.86323937252289
"123",87.878,82.2695236571479,15.5863629189246,-3.7841412825328
"124",82.561,81.2958552690534,-6.05043355561118,-1.63594323869185
"125",83.113,84.2991115754707,0.668596552851822,3.80616791679448
"126",87.148,82.7868605549843,4.8548361868781,-1.10635061632379
"127",83.485,81.7111101200313,-4.20319456556662,-0.947171592296034
"128",80.99,83.4706260240007,-2.98856081930886,2.08957621983693
"129",82.831,81.2632421026215,2.27312013828869,-2.01861426286954
"130",83.622,83.9169379117949,0.954956477647254,3.62680196388795
"131",80.514,83.7183895978806,-3.71672526368659,-0.0693763403055798
"132",83.524,79.3911401249169,3.73848026430187,-4.52317743136286
"133",83.053,84.1710584744463,-0.563909774436095,5.15077401199095
"134",73.476,83.7048035877436,-11.531190926276,-1.31228431456126
"135",88.517,83.0655921633624,20.4706298655343,1.07798877768657
"136",85.265,84.0758346751921,-3.6738705559384,0.578348648274377
"137",83.451,84.8846273741813,-2.1274849000176,1.13947551714293
"138",88.094,83.6923671940527,5.56374399348121,-0.685032059485983
"139",80.731,78.7584639889939,-8.35811746543465,-5.25094246380684
"140",81.796,84.2944359751746,1.31919584793947,6.51305274680875
"141",89.338,87.7530827707717,9.22049977994032,4.90816563144642
"142",84.633,84.7610831173545,-5.2665159282724,-2.7784637094387
"143",89.914,93.2006803506861,6.23988278803777,10.0728594060151
"144",102.247,98.2664521932625,13.7164401539249,5.58689196472374
"145",86.381,86.8081665747903,-15.5173256917073,-10.321381037602
"146",80.913,91.5634147212353,-6.33009573864623,4.87486559217329
"147",98.422,93.1122919099622,21.6392915847886,2.19595189964785
"148",90.954,89.8257639258681,-7.58773444961493,-3.52020694463793
"149",87.595,89.2614116215811,-3.6930756206434,-0.311513271105142
"150",100.241,95.7854684787322,14.4368970831668,7.8933781252833
"151",99.537,97.3537387004894,-0.70230743907183,2.25619698658866
"152",98.575,101.080301884159,-0.966474778223177,4.35061042687156
"153",102.393,100.781114512009,3.87319300025361,-0.445950951151949
"154",97.569,97.5209763085458,-4.7112595587589,-2.38692916498612
"155",95.387,98.7472760016675,-2.23636605889166,1.80685173047875
"156",99.786,95.9496008823334,4.61173954522105,-3.35654362626913
"157",102.219,102.398453851861,2.43821778606217,7.14632888842047
"158",85.148,95.9555480531311,-16.7004177305589,-5.12053285337338
"159",104.974,99.722511276097,23.2841640437826,3.83179839706137
"160",100.846,99.765388545893,-3.93240230914322,0.0844049145585126
"161",98.989,100.785888492924,-1.84142157348829,1.60837478457772
"162",108.473,103.989306191304,9.58086252007798,2.88257701443858
"163",106.179,103.906939666503,-2.11481198086159,0.793012419318887
"164",101.853,104.333615189139,-4.07425197072868,1.2626000227683
"165",102.885,101.242350668723,1.01322494182794,-3.29504624350779
"166",102.642,102.517658584149,-0.236186032949418,2.03286048684264
"167",101.901,105.262783714499,-0.721926696673876,3.37283171300883
"168",101.612,97.8486742544999,-0.283608600504413,-8.13059739995532
"169",106.9,106.835088843129,5.20410975081684,9.64160549284696
"170",88.563,99.5309516571159,-17.1534144059869,-5.20379880968628
"171",96.823,91.6329234722123,9.3266939918476,-10.1402780836017
"172",105.106,104.075911395209,8.55478553649443,12.5149043718766
"173",96.606,98.5359689928691,-8.08707400148422,-4.57414453895091
"174",105.115,100.605554211888,8.80794153572242,1.95065578125046
"175",111.195,108.836357619937,5.78414117870903,8.63828156824684
"176",94.435,96.8930038061997,-15.0726201717703,-9.71777565911971
"177",101.416,99.7445204621749,7.39238629745327,3.09429593494588
"178",106.669,106.470060299346,5.17965607004812,7.39380909862512
"179",89.358,92.7227966697826,-16.2287074970235,-12.0811728073545
"180",97.815,94.1261348863757,9.46417780165178,1.74056431082248
