"","equipment","equipment_SA","equipment_growth","equipment_growth_SA"
"1",37.7,43.6509214100081,-26.8103280916327,-3.12215508855889
"2",36.39,44.7460335078447,-3.47480106100796,2.16377355165574
"3",46.38,41.9732864548386,27.4525968672712,-1.94144977748303
"4",45.65,48.2256426807845,-1.57395429064253,11.9506836286065
"5",42.54,45.2879065050492,-6.81270536692223,-4.8542791300524
"6",44.79,42.250287416131,5.28913963328632,-4.40763212359632
"7",44.79,43.7016230329589,0,4.58318815554235
"8",51.37,51.0816885774975,14.6907791917839,16.1798884299327
"9",54.84,48.9963699116691,6.75491532022582,-3.27793809666374
"10",53.03,53.6841119185401,-3.30051057622174,8.95583208353608
"11",48.77,49.8092218110574,-8.03318876107863,-4.53974123720551
"12",63.09,54.1385670990018,29.3623128972729,10.3472143805665
"13",42.83,49.7714045702297,-32.1128546520843,-6.11271905161747
"14",45.8,55.8510693942328,6.93439178146159,13.0834562396071
"15",63.45,58.651257242512,38.5371179039301,7.71287820695706
"16",52.6,55.6063463647634,-17.1000788022065,-3.42815780698775
"17",51.15,54.3004449664519,-2.75665399239544,-0.572344018144236
"18",64.9,61.2969135111904,26.8817204301075,16.0010237445603
"19",67.87,66.4703803918429,4.57627118644068,9.58211945933702
"20",58.89,58.13985297642,-13.2311772506262,-11.3902344539323
"21",75.17,69.0179472997281,27.6447614195959,18.2877180877643
"22",59.04,59.8445277650521,-21.458028468804,-9.40685008770079
"23",63.67,64.9065014201783,7.84214092140922,10.8635511934027
"24",83.35,73.2704723028965,30.909376472436,11.7618852637924
"25",64.25,72.1641318050441,-22.9154169166167,3.97548124170209
"26",53.54,65.2675299830857,-16.6692607003891,-9.99268027580567
"27",78.07,72.8598333605223,45.816212177811,13.5766910702143
"28",64.9,68.3211843298557,-16.8694761111823,-3.03747487775957
"29",68.45,71.9906466597446,5.46995377503852,7.88806259118918
"30",76.04,71.3687997199303,11.0883856829803,-0.973202884429769
"31",74.02,72.3119947461979,-2.65649658074699,2.768667505052
"32",78.28,77.0813533482421,5.75520129694678,7.93825599648125
"33",75.75,69.3133396381156,-3.23198773633112,-11.9302255074136
"34",71.19,72.180571818013,-6.01980198019802,5.80192472933738
"35",77.27,78.7512224918684,8.54052535468464,11.0590484876457
"36",86.1,74.9515900976391,11.4274621457228,-7.88983413625009
"37",62.08,71.1869830548927,-27.8977932636469,-0.15680246942954
"38",56,69.6377673892197,-9.79381443298969,-2.21480136150186
"39",79.59,73.8136353462897,42.125,8.84210269741672
"40",65.84,69.0012974240351,-17.2760397034803,-3.68000054262635
"41",72.43,75.8451770145591,10.0091130012151,12.0113475270256
"42",76.4,70.2636502073477,5.48115421786552,-6.97036699574006
"43",73.37,71.8687479765525,-3.96596858638744,2.40818819692148
"44",67,65.6507989377844,-8.68202262505112,-6.50227582168967
"45",77.56,70.9385248250432,15.7611940298507,7.83788455769812
"46",69.1,71.2035066518548,-10.9076843733884,0.96341219000508
"47",70.98,73.0600236488016,2.7206946454414,4.45459538830696
"48",75.17,61.2323288281482,5.90307128768667,-13.9923435070179
"49",52.24,62.6178722358132,-30.5041905015299,-2.31997310323157
"50",55.35,70.9663255670545,5.95329249617151,14.4767015352556
"51",62.08,55.7960409443868,12.1589882565492,-22.1256682248535
"52",56.94,59.8863910108415,-8.27963917525773,5.12170862466999
"53",55.35,58.671064742298,-2.79241306638566,-1.17039285724635
"54",65.62,58.0334599808938,18.5546522131888,5.74324758908315
"55",64.18,62.8840624062401,-2.19445291069795,5.15034366665931
"56",59.98,58.460694957436,-6.54409473356187,-4.35441086899205
"57",65.04,58.1960496728565,8.43614538179395,1.29218418034545
"58",63.81,66.971389212526,-1.89114391143912,10.0249174919794
"59",64.61,67.216380598508,1.25372198714935,2.19140448421647
"60",80.02,63.2077151510766,23.8507970902337,3.35847708522452
"61",62.29,74.1849087990443,-22.15696075981,6.44754958068955
"62",54.55,72.0474273162866,-12.4257505217531,-3.70940356210497
"63",82.7,75.875826666371,51.6040329972502,17.4290636176209
"64",71.41,74.0989489192923,-13.6517533252721,-1.01304757280817
"65",76.98,80.4319973209434,7.8000280072819,9.6991309515719
"66",92.9,84.3553564474567,20.6806962847493,8.00311415012106
"67",91.67,91.3476174717556,-1.32400430570506,7.38667605564551
"68",89.28,88.6022347059807,-2.60717792080288,-0.566612410149156
"69",110.19,102.115721263775,23.4206989247312,15.38571797605
"70",95.94,99.9244808304546,-12.9322080043561,-0.531377570372243
"71",90.73,93.2550570844765,-5.43047738169689,-5.04613441386512
"72",103.03,82.762490760272,13.5567067122231,-8.08245534865235
"73",92.46,105.908236109699,-10.259147821023,19.1981112897151
"74",73.5,92.9297946293713,-20.5061648280337,-11.5809671604702
"75",111.57,104.271852768636,51.7959183673469,17.7449483819657
"76",103.48,105.989694523359,-7.25105315048847,4.63772235210962
"77",99.72,103.393064910538,-3.63355237727098,-1.4489455013094
"78",127.58,118.174361450245,27.9382270357,15.3985979859929
"79",105.33,106.085254598772,-17.440037623452,-7.36561880609102
"80",138.67,138.937766651636,31.6529004082408,33.5359263135687
"81",103.24,94.0392951874139,-25.5498665897454,-34.4904938275054
"82",109.89,114.79281243428,6.44130182099962,19.3060694532664
"83",104.88,107.410311209517,-4.55910455910456,-4.75255884859669
"84",131.14,107.485314296799,25.0381388253242,2.22405108468778
"85",99.18,113.36154049024,-24.3709013268263,5.91118785695857
"86",113.9,134.329165140931,14.8417019560395,23.801966127154
"87",134.74,126.664919731516,18.2967515364355,-15.5998646576305
"88",134.8,136.908377060085,0.044530206323291,11.4252069745274
"89",128.5,132.725865881803,-4.67359050445105,-1.27990545304557
"90",132.74,122.726214599152,3.29961089494164,-9.73147078723662
"91",116.96,118.713945411403,-11.8879011601627,-0.516619000995767
"92",106.41,107.95106294021,-9.02017783857729,-7.04110066851849
"93",128.67,119.370971876962,20.9190865520158,11.3103903563802
"94",100.6,105.65608653053,-21.8154970078495,-9.20392445557249
"95",105.34,108.205316695834,4.71172962226641,4.91848874812678
"96",163.1,137.647299740978,54.8319726599582,30.5342968679527
"97",100.74,115.449972686579,-38.2342121397915,-8.25527451055134
"98",86.62,107.868130759623,-14.0162795314671,-4.96395484534942
"99",116.95,107.942049092861,35.0150080812745,1.32476796158108
"100",114.9,116.487115944572,-1.75288584865327,9.16674273981896
"101",114.16,118.854717150123,-0.64403829416885,3.99671555471803
"102",127.23,116.563389652326,11.4488437281009,-2.04475989713568
"103",127.14,129.887229735513,-0.0707380334826719,12.6158918915524
"104",115.53,118.374609096056,-9.13166588013214,-7.04849928663124
"105",145.75,136.418554789578,26.1577079546438,15.8779859166444
"106",122.12,127.419913782644,-16.2126929674099,-3.86826742281046
"107",135.99,139.305522270814,11.3576809695382,11.9412312865481
"108",183.71,156.582479699781,35.0908155011398,9.27665913704695
"109",107.88,121.098614452013,-41.277012683033,-11.6397699031467
"110",101.07,123.074151782024,-6.31256952169077,4.86394586988507
"111",148.71,139.477029427948,47.1356485604037,12.4232725394422
"112",129.88,130.898654904827,-12.6622284984198,-2.40412981313141
"113",124.17,129.524041935781,-4.3963658761934,1.52636748415145
"114",150.14,138.762832009643,20.9148747684626,6.02316341600165
"115",122.71,125.232109253459,-18.2696150259758,-5.04911408984577
"116",136.49,141.146405245476,11.2297286284736,15.2212849827011
"117",163.57,154.79382302925,19.8402813392922,8.33127429825375
"118",119.25,123.600742682608,-27.0954331478877,-15.6839438658575
"119",138.54,142.804187045108,16.1761006289308,18.570388717863
"120",172.03,145.218083472309,24.1735238920168,-2.72498223723101
"121",114.35,125.963491486894,-33.5290356333198,-5.01111971518876
"122",107.45,130.092672417836,-6.03410581547879,7.22902104822122
"123",140,130.420773720408,30.2931596091205,-5.4706595806959
"124",110.97,111.302879914147,-20.7357142857143,-11.1601808054494
"125",117.25,123.149974862197,5.65918716770298,12.8530508749088
"126",121.68,109.486392759655,3.77825159914713,-12.5122305078925
"127",112.07,114.268617416037,-7.89776462853387,5.86821284683883
"128",97.86,104.239526893175,-12.6795752654591,-6.75575506685509
"129",112.05,103.750113620851,14.5003065603924,1.79844229576799
"130",117.51,120.844086411811,4.87282463186078,15.4003591265781
"131",105.17,110.326859125953,-10.5012339375372,-6.23794159013825
"132",109.55,83.010096310561,4.16468574688599,-23.750618649684
"133",83.6,94.1306153342811,-23.6878137836604,3.78180678599368
"134",77.8,101.064184658811,-6.9377990430622,8.09380653726848
"135",102.65,92.5948415030623,31.9408740359897,-5.40693818508777
"136",95.74,95.8768953060227,-6.73161227471993,2.72689503082433
"137",83.14,89.2441832291864,-13.1606434092333,-5.50741363787484
"138",102.53,90.1163511499129,23.3221072889103,6.63369670590269
"139",83.07,85.239473274273,-18.9798107870867,-4.97661254037429
"140",84.8,91.8287723223664,2.0825809558204,8.68935670732205
"141",93.39,85.1850824144829,10.1297169811321,-3.08951122978487
"142",87.76,90.6933956777453,-6.02848270692793,4.19864385064314
"143",88.76,94.1131665338495,1.13947128532361,5.99715134780792
"144",119.94,93.5638483145203,35.1284362325372,7.09544653832178
"145",91.75,101.274378122067,-23.5034183758546,3.61681292797144
"146",81.81,105.765310298544,-10.8337874659401,5.93230606093825
"147",110.45,99.9814971428347,35.0079452389683,-3.95939903316492
"148",102.67,102.663322187471,-7.04391127206881,2.26048258924853
"149",91.8,98.1506267182046,-10.5873185935522,-2.50887873731907
"150",112.06,99.4580594021004,22.0697167755991,4.95215302757382
"151",100.05,102.211593734339,-10.717472782438,3.49688110761999
"152",90.37,98.0606340832506,-9.6751624187906,-2.40633668132988
"153",97.36,89.2540192696708,7.73486776585149,-6.01665997439042
"154",95.3,97.8314611457637,-2.11585866885785,7.80189435244075
"155",87.35,92.8930182843592,-8.34207764952781,-2.89415960260622
"156",114.87,88.6497082240503,31.5054378935318,3.35542903950119
"157",114,123.076483089076,-0.757377905458348,26.0164294535109
"158",87.9,111.997046666567,-22.8947368421053,-5.53862834422996
"159",111.09,100.468559687814,26.382252559727,-13.0589763016173
"160",111.27,111.174825354395,0.162030785849305,9.39378839887669
"161",102.22,108.69635358411,-8.13336928192684,0.173333532155048
"162",134.58,121.861678253454,31.6572099393465,14.27352145982
"163",118.54,120.671362663981,-11.9185614504384,2.40259047032755
"164",96.3,104.336479882842,-18.7615994600979,-11.1345084841478
"165",120.51,112.522326267118,25.1401869158879,11.1589680042511
"166",115.14,117.432019908788,-4.45606173761514,5.23290727975942
"167",93.1,98.7774678745565,-19.1419141914191,-13.3416856905496
"168",138.49,112.453074963629,48.7540279269603,20.5364159569661
"169",94.7,103.334524268142,-31.6196115242978,-5.13225560188847
"170",62.25,86.4936964651433,-34.2661034846885,-16.32124983872
"171",107.58,96.8095128818434,72.8192771084337,32.9031952545634
"172",104.78,104.598889733834,-2.60271425915597,6.55574012185507
"173",89.54,96.1433122259939,-14.5447604504676,-6.01005928834921
"174",114.73,101.895471962672,28.1326781326781,10.4830026857522
"175",97.31,99.4102495333703,-15.1834742438769,-0.755215479866843
"176",85.24,93.6209523469223,-12.403658411263,-4.41782233585309
"177",109.2,101.328768653794,28.1088690755514,13.898534378479
"178",109.98,112.030789225006,0.714285714285715,10.1751416386842
"179",97.91,103.720203181915,-10.9747226768503,-4.82140979827995
"180",126.78,100.925160404677,29.4862628944949,1.20192474509495
