"","restaurants","restaurants_SA","restaurants_rate","restaurants_rate_SA"
"1",101.128057082319,101.46416470928,-0.00764616006595472,0.45242353590517
"2",103.536930765851,103.9306792747,2.3820033263085,2.34211335530385
"3",101.620977262917,101.849515166304,-1.85050251032352,-2.04078138576335
"4",104.253015517578,103.877106917532,2.59005406713549,2.00937524844179
"5",105.281696507279,104.91281229422,0.986715813057266,1.01395667082771
"6",102.881518618194,102.304411969496,-2.27976748923214,-2.4296761664429
"7",103.893057310475,103.809711727137,0.983207388330797,1.43624118527967
"8",103.226904718566,103.292739650821,-0.641190671594407,-0.539262352847692
"9",104.872726201582,105.22422059394,1.59437259840649,1.89339740063697
"10",106.509735661936,106.567808562442,1.56094870386741,1.29005217623181
"11",105.671650847685,105.7432750915,-0.786862167146018,-0.7440134806148
"12",105.743917478977,105.555570460543,0.0683879079320532,-0.154527796341834
"13",107.008200663375,107.135614679345,1.19560842319783,1.51792252557745
"14",106.921265884743,107.382471310816,-0.0812412301983206,0.14579941844492
"15",106.278134516818,106.485098524321,-0.601499956630017,-0.857395432571215
"16",108.243460623295,107.970231860353,1.84922902101372,1.3886059938786
"17",108.444096054551,108.090249218764,0.185355706571733,0.124290758634106
"18",109.355662768312,108.961592101557,0.840586760299478,0.8574337091997
"19",111.183126408676,111.158420083332,1.67111934956289,1.99672013969389
"20",106.217403090399,106.317601426379,-4.4662562375018,-4.38688125115334
"21",108.331376423043,108.578039400953,1.99023255242349,2.14050694228736
"22",108.046825949733,108.001664565309,-0.262666720118831,-0.530285541239492
"23",108.519878417768,108.631271943364,0.437821716535267,0.625059514337313
"24",109.796469394491,109.750380984855,1.17636602190846,1.0589676502119
"25",113.302266934941,113.185751877807,3.19299660524959,3.11728359047409
"26",107.515708011203,108.013706934692,-5.10718724371215,-4.60599588109108
"27",111.014221259712,111.173519993831,3.25395545750809,2.94067739254239
"28",111.758622517277,111.567333323694,0.670545853601508,0.339226546648776
"29",109.33491226348,108.980713646975,-2.16870090128599,-2.30807273239795
"30",111.798778156933,111.577795696625,2.25350333433795,2.44785582579281
"31",110.947908059504,110.97733459915,-0.7610728054958,-0.55161105575677
"32",109.60174386537,109.736931210032,-1.21332994707032,-1.14467027671198
"33",109.984881473359,110.132470639737,0.349572547367156,0.363121102807252
"34",108.991423684935,108.853346392613,-0.903267590159321,-1.1553975652875
"35",110.332539865639,110.498581824161,1.23047863342056,1.57352513209711
"36",110.66833106137,110.782756186436,0.304344662182083,0.303091662792631
"37",106.678549808679,106.456450427919,-3.6051698028034,-4.07055458741758
"38",110.98180130206,111.212451993613,4.03384888630246,4.3701298907757
"39",112.875393729228,112.924440075827,1.70621886196835,1.56964541678306
"40",111.344655633079,111.195776691694,-1.35613090291496,-1.53581046777624
"41",110.588385189431,110.403508692098,-0.679215755213426,-0.687992106592446
"42",114.063656312418,114.101236802435,3.14252813894885,3.42306764767946
"43",110.612558527035,110.579815527272,-3.02558930421318,-3.14846862408975
"44",109.625213558613,109.682975264237,-0.892615613968182,-0.829712653386918
"45",109.828775543518,109.823625605801,0.185689020159737,0.110159662874537
"46",108.41200798244,108.328437229489,-1.28997847246019,-1.34791185236267
"47",109.655785418274,109.866219162161,1.14726907007889,1.46861665774616
"48",109.71879418446,110.008466447046,0.0574605032882299,0.178499976748889
"49",112.138570897647,111.816283728447,2.20543502248016,1.66982989218662
"50",107.272228677013,107.236478072044,-4.33957930949172,-4.19284402965539
"51",108.344653016499,108.27994431122,0.999722251240779,1.01807721032416
"52",107.42624863692,107.310992086528,-0.84766931639824,-0.894626203702431
"53",109.767157642361,109.737530206149,2.17908475362742,2.28651508061506
"54",108.272414467676,108.548801910837,-1.36173989268731,-1.00487390487915
"55",105.905686370897,105.785334895416,-2.18590128281066,-2.64581305735882
"56",111.551689446705,111.501103389912,5.33116140339706,5.38878542228746
"57",107.79069170379,107.59639735153,-3.37152916425515,-3.53049558307106
"58",110.074298703461,110.004633156336,2.11855677292281,2.265623922549
"59",108.750671461866,108.960699634477,-1.20248528238261,-0.887821216194103
"60",108.925579132761,109.344019640874,0.160833646858289,0.423392437927109
"61",104.493489728033,104.399461917207,-4.06891516209069,-4.65333662146226
"62",107.274414404456,106.99391843061,2.66133773851458,2.34349250866489
"63",104.858531267332,104.781343753577,-2.25205903060483,-1.99982166850411
"64",103.557051950551,103.520869741663,-1.24117637454118,-1.19215089884835
"65",104.654731751312,104.854303493827,1.05997590708274,1.3348780004859
"66",101.117730475761,101.630125597408,-3.37968596007286,-3.02543189004225
"67",102.352128264392,102.269502520387,1.22075305964951,0.575494334279623
"68",104.451261668062,104.008385957022,2.05089375205527,1.70867626033569
"69",102.348486480957,102.0494411158,-2.01316399009851,-1.88754417808564
"70",103.166222385123,103.09319496951,0.798972151208262,1.05885957521783
"71",101.603944809847,101.656530777087,-1.5143305038775,-1.36024725831827
"72",99.6844533113645,100.096010374221,-1.88918993457866,-1.48441408420794
"73",101.799282966816,101.945231785721,2.12152405435361,1.79651941081443
"74",103.991122765713,103.479442268701,2.15309944728343,1.36260061250086
"75",101.489332226327,101.41507032416,-2.40577317837256,-1.92868973908492
"76",103.007529948531,103.066597271978,1.49591852552379,1.63092680779964
"77",103.351369763775,103.797086646615,0.333800660413661,0.766583776735563
"78",100.041514420184,100.807523591156,-3.20252682780709,-2.86006660613358
"79",104.012965633613,103.986332401163,3.96980317265943,3.13082114654478
"80",99.5997807814009,98.7835814829181,-4.24291801058496,-4.99254778218105
"81",104.105727606183,103.721596581659,4.52405295416427,4.92733382573311
"82",102.306154147924,102.249827193024,-1.72860177786425,-1.36217365275039
"83",98.9371367347201,98.8527398014607,-3.29307404941902,-3.3054128885508
"84",98.0921341763823,98.5170652786658,-0.854080263716849,-0.312490308888601
"85",106.812238351258,107.17244368601,8.88970787320809,8.81894995524499
"86",100.405614208492,99.7197572553321,-5.99802442272342,-7.16195784415813
"87",99.8635372027058,99.9685120816883,-0.539887146808918,0.268986133515077
"88",100.436876069241,100.331997739159,0.574122329926504,0.361267281004351
"89",97.699340004311,98.1738319337561,-2.72562844651077,-2.10688337573893
"90",96.7973798054176,97.6023860261619,-0.923199889429747,-0.586597098623504
"91",100.473633656381,100.230040340083,3.79788570553605,2.72004755536818
"92",99.7522533011962,98.7871239824212,-0.71797976138885,-1.4090300493267
"93",100.614044890776,100.339216763705,0.863931952471955,1.52892435214601
"94",99.3713462356573,99.5614660011791,-1.23511449765064,-0.730609989322951
"95",99.5357731500894,99.4966554144049,0.165467129772161,-0.0579695411928449
"96",98.2673135319127,98.7048463925847,-1.27437561193601,-0.774512842771302
"97",94.474438948735,95.0247981511647,-3.8597519834975,-3.72256726976222
"98",102.550441293588,101.665823576198,8.54834644663548,7.01124800491052
"99",101.193162496687,101.452308188824,-1.32352311679995,-0.182128331286275
"100",98.5698808747963,98.2767504027597,-2.59235066596183,-3.15187528413722
"101",97.6843474359883,98.1640674031801,-0.898381362490235,-0.0924097046202282
"102",98.5671051863483,99.3892245203633,0.903683930466407,1.23576479375711
"103",99.0040407931488,98.5232665288592,0.443287449676487,-0.872193355411522
"104",101.878393635224,100.746511695611,2.90326820910335,2.27188883973815
"105",99.8409714421512,99.6600218755863,-1.9998570063519,-1.07233702427353
"106",99.4014997576562,99.8255145319192,-0.440171683174816,0.202949882050519
"107",101.215441923542,101.211924299019,1.82486398123595,1.39078178398559
"108",101.436704485503,101.880610879058,0.218605538597697,0.67710505951082
"109",99.0136709595465,99.7203728243035,-2.38871475394076,-2.04265649415975
"110",100.266996279808,99.48749022185,1.26581037559304,-0.306264374007119
"111",101.099212179578,101.365445134268,0.82999983109856,1.84450265432241
"112",100.386052303472,100.093275311969,-0.705405967792559,-1.27436293636669
"113",98.0962637249964,98.4787571796791,-2.2809827918658,-1.57199305057264
"114",101.730590400103,102.342020821476,3.70485738916121,3.92491175932597
