"","ulc","ulc_SA","ulc_rate","ulc_rate_SA"
"1",76.3,72.198485393008,-9.82961992136304,-3.87179314671055
"2",76.3,72.198485393008,-9.82961992136304,-3.87179314671055
"3",76.3,72.198485393008,-9.82961992136304,-3.87179314671055
"4",68.8,69.307286342616,-4.79651162790697,-0.0294535155125351
"5",68.8,69.307286342616,-4.79651162790697,-0.0294535155125351
"6",68.8,69.307286342616,-4.79651162790697,-0.0294535155125351
"7",65.5,69.7294703364174,8.3969465648855,2.24561529540979
"8",65.5,69.7294703364174,8.3969465648855,2.24561529540979
"9",65.5,69.7294703364174,8.3969465648855,2.24561529540979
"10",71,70.5217031814104,9.01408450704226,3.34878131642034
"11",71,70.5217031814104,9.01408450704226,3.34878131642034
"12",71,70.5217031814104,9.01408450704226,3.34878131642034
"13",77.4,72.3578808612055,-7.75193798449612,0.387957850296504
"14",77.4,72.3578808612055,-7.75193798449612,0.387957850296504
"15",77.4,72.3578808612055,-7.75193798449612,0.387957850296504
"16",71.4,72.9515253062536,-1.54061624649861,2.40686462311069
"17",71.4,72.9515253062536,-1.54061624649861,2.40686462311069
"18",71.4,72.9515253062536,-1.54061624649861,2.40686462311069
"19",70.3,74.8272613072244,11.8065433854908,4.64888282915592
"20",70.3,74.8272613072244,11.8065433854908,4.64888282915592
"21",70.3,74.8272613072244,11.8065433854908,4.64888282915592
"22",78.6,77.6229463028747,8.01526717557253,2.23115138233308
"23",78.6,77.6229463028747,8.01526717557253,2.23115138233308
"24",78.6,77.6229463028747,8.01526717557253,2.23115138233308
"25",84.9,78.9387126044383,-10.4829210836278,-0.209687641233256
"26",84.9,78.9387126044383,-10.4829210836278,-0.209687641233256
"27",84.9,78.9387126044383,-10.4829210836278,-0.209687641233256
"28",76,78.5990026117255,1.97368421052632,5.12244682976203
"29",76,78.5990026117255,1.97368421052632,5.12244682976203
"30",76,78.5990026117255,1.97368421052632,5.12244682976203
"31",77.5,82.3070096190318,10.8387096774194,2.78240197087108
"32",77.5,82.3070096190318,10.8387096774194,2.78240197087108
"33",77.5,82.3070096190318,10.8387096774194,2.78240197087108
"34",85.9,84.3995463803738,4.77299185098952,-0.969454861399113
"35",85.9,84.3995463803738,4.77299185098952,-0.969454861399113
"36",85.9,84.3995463803738,4.77299185098952,-0.969454861399113
"37",90,83.7371706937394,-11,-0.00148364314990346
"38",90,83.7371706937394,-11,-0.00148364314990346
"39",90,83.7371706937394,-11,-0.00148364314990346
"40",80.1,83.1852213914625,-4.61922596754056,-1.77132638440579
"41",80.1,83.1852213914625,-4.61922596754056,-1.77132638440579
"42",80.1,83.1852213914625,-4.61922596754056,-1.77132638440579
"43",76.4,81.462770483099,9.94764397905758,1.18179159671658
"44",76.4,81.462770483099,9.94764397905758,1.18179159671658
"45",76.4,81.462770483099,9.94764397905758,1.18179159671658
"46",84,81.9945039741429,9.04761904761904,3.93285341064033
"47",84,81.9945039741429,9.04761904761904,3.93285341064033
"48",84,81.9945039741429,9.04761904761904,3.93285341064033
"49",91.6,85.0676114431851,-9.93449781659388,1.66231638621791
"50",91.6,85.0676114431851,-9.93449781659388,1.66231638621791
