"","ulc","ulc_SA","ulc_rate","ulc_rate_SA"
"51",91.6,85.0676114431851,-9.93449781659388,1.66231638621791
"52",82.5,86.0863477750324,-1.6969696969697,0.781373198277459
"53",82.5,86.0863477750324,-1.6969696969697,0.781373198277459
"54",82.5,86.0863477750324,-1.6969696969697,0.781373198277459
"55",81.1,86.423208507419,7.15166461159064,-2.32105999291671
"56",81.1,86.423208507419,7.15166461159064,-2.32105999291671
"57",81.1,86.423208507419,7.15166461159064,-2.32105999291671
"58",86.9,84.3937179721013,8.51553509781357,4.07411963795958
"59",86.9,84.3937179721013,8.51553509781357,4.07411963795958
"60",86.9,84.3937179721013,8.51553509781357,4.07411963795958
"61",94.3,87.7268386763038,-13.5737009544008,-2.1208754637795
"62",94.3,87.7268386763038,-13.5737009544008,-2.1208754637795
"63",94.3,87.7268386763038,-13.5737009544008,-2.1208754637795
"64",81.5,85.1969626519147,-1.47239263803681,1.07834464032979
"65",81.5,85.1969626519147,-1.47239263803681,1.07834464032979
"66",81.5,85.1969626519147,-1.47239263803681,1.07834464032979
"67",80.3,85.8861197071115,11.332503113325,1.52859522567034
"68",80.3,85.8861197071115,11.332503113325,1.52859522567034
"69",80.3,85.8861197071115,11.332503113325,1.52859522567034
"70",89.4,86.6334929257613,6.37583892617448,2.34030763346796
"71",89.4,86.6334929257613,6.37583892617448,2.34030763346796
"72",89.4,86.6334929257613,6.37583892617448,2.34030763346796
"73",95.1,88.4607216833708,-10.515247108307,0.786886687389769
"74",95.1,88.4607216833708,-10.515247108307,0.786886687389769
"75",95.1,88.4607216833708,-10.515247108307,0.786886687389769
"76",85.1,88.8859358506291,0.117508813160997,2.74695707709282
"77",85.1,88.8859358506291,0.117508813160997,2.74695707709282
"78",85.1,88.8859358506291,0.117508813160997,2.74695707709282
"79",85.2,91.0397717568372,13.7323943661972,3.61031558902239
"80",85.2,91.0397717568372,13.7323943661972,3.61031558902239
"81",85.2,91.0397717568372,13.7323943661972,3.61031558902239
"82",96.9,93.8775292146952,-2.06398348813209,-5.68271388705066
"83",96.9,93.8775292146952,-2.06398348813209,-5.68271388705066
"84",96.9,93.8775292146952,-2.06398348813209,-5.68271388705066
"85",94.9,88.2596608112683,-8.53530031612224,2.39227982650352
"86",94.9,88.2596608112683,-8.53530031612224,2.39227982650352
"87",94.9,88.2596608112683,-8.53530031612224,2.39227982650352
"88",86.8,90.4654274368106,2.30414746543779,5.30766699318966
"89",86.8,90.4654274368106,2.30414746543779,5.30766699318966
"90",86.8,90.4654274368106,2.30414746543779,5.30766699318966
"91",88.8,94.9294867569762,12.8378378378378,2.48959987095813
"92",88.8,94.9294867569762,12.8378378378378,2.48959987095813
"93",88.8,94.9294867569762,12.8378378378378,2.48959987095813
"94",100.2,97.0569639620615,2.29540918163672,-1.17436481023426
"95",100.2,97.0569639620615,2.29540918163672,-1.17436481023426
"96",100.2,97.0569639620615,2.29540918163672,-1.17436481023426
"97",102.5,95.84159834042,-10.4390243902439,0.136846150860409
"98",102.5,95.84159834042,-10.4390243902439,0.136846150860409
"99",102.5,95.84159834042,-10.4390243902439,0.136846150860409
"100",91.8,95.3303099171323,-3.05010893246187,0.341625854885138
"101",91.8,95.3303099171323,-3.05010893246187,0.341625854885138
"102",91.8,95.3303099171323,-3.05010893246187,0.341625854885138
"103",89,95.4120628118793,11.7977528089888,1.22165897965719
"104",89,95.4120628118793,11.7977528089888,1.22165897965719
"105",89,95.4120628118793,11.7977528089888,1.22165897965719
"106",99.5,96.2373839195814,6.23115577889447,2.89366647138614
"107",99.5,96.2373839195814,6.23115577889447,2.89366647138614
"108",99.5,96.2373839195814,6.23115577889447,2.89366647138614
"109",105.7,99.0159662228285,-7.5685903500473,2.83451265146029
"110",105.7,99.0159662228285,-7.5685903500473,2.83451265146029
"111",105.7,99.0159662228285,-7.5685903500473,2.83451265146029
"112",97.7,101.140173867988,-4.29887410440123,-0.727083926460329
"113",97.7,101.140173867988,-4.29887410440123,-0.727083926460329
"114",97.7,101.140173867988,-4.29887410440123,-0.727083926460329
"115",93.5,100.032842749388,10.1604278074866,-0.457113058370576
"116",93.5,100.032842749388,10.1604278074866,-0.457113058370576
"117",93.5,100.032842749388,10.1604278074866,-0.457113058370576
"118",103,99.754097634677,5.24271844660195,1.93460640557722
"119",103,99.754097634677,5.24271844660195,1.93460640557722
"120",103,99.754097634677,5.24271844660195,1.93460640557722
"121",108.4,101.683378004735,-9.04059040590407,1.18629132156439
"122",108.4,101.683378004735,-9.04059040590407,1.18629132156439
"123",108.4,101.683378004735,-9.04059040590407,1.18629132156439
"124",98.6,101.940354746427,-4.36105476673428,-0.611544230096472
"125",98.6,101.940354746427,-4.36105476673428,-0.611544230096472
"126",98.6,101.940354746427,-4.36105476673428,-0.611544230096472
"127",94.3,100.943334802861,12.8313891834571,2.16874929245195
"128",94.3,100.943334802861,12.8313891834571,2.16874929245195
"129",94.3,100.943334802861,12.8313891834571,2.16874929245195
"130",106.4,103.161447675969,1.8796992481203,-1.40357606107306
"131",106.4,103.161447675969,1.8796992481203,-1.40357606107306
"132",106.4,103.161447675969,1.8796992481203,-1.40357606107306
"133",108.4,101.667071050596,-7.74907749077491,2.39172421276199
"134",108.4,101.667071050596,-7.74907749077491,2.39172421276199
"135",108.4,101.667071050596,-7.74907749077491,2.39172421276199
"136",100,103.29070478508,-5,-1.16572955226047
"137",100,103.29070478508,-5,-1.16572955226047
"138",100,103.29070478508,-5,-1.16572955226047
"139",95,101.694339854055,11.3684210526316,0.685548882662994
"140",95,101.694339854055,11.3684210526316,0.685548882662994
"141",95,101.694339854055,11.3684210526316,0.685548882662994
"142",105.8,102.56731064768,3.78071833648393,0.511424797996756
"143",105.8,102.56731064768,3.78071833648393,0.511424797996756
"144",105.8,102.56731064768,3.78071833648393,0.511424797996756
"145",109.8,103.054588612441,-9.74499089253188,0.313078023366126
"146",109.8,103.054588612441,-9.74499089253188,0.313078023366126
"147",109.8,103.054588612441,-9.74499089253188,0.313078023366126
"148",99.1,102.343789782399,-4.13723511604439,-0.216822872333435
"149",99.1,102.343789782399,-4.13723511604439,-0.216822872333435
"150",99.1,102.343789782399,-4.13723511604439,-0.216822872333435
"151",95,101.746273756731,11.1578947368421,0.454358689610219
"152",95,101.746273756731,11.1578947368421,0.454358689610219
"153",95,101.746273756731,11.1578947368421,0.454358689610219
"154",105.6,102.372693081589,6.15530303030303,2.89868326484807
"155",105.6,102.372693081589,6.15530303030303,2.89868326484807
"156",105.6,102.372693081589,6.15530303030303,2.89868326484807
"157",112.1,105.342744593684,-8.38537020517394,1.6083043849933
"158",112.1,105.342744593684,-8.38537020517394,1.6083043849933
"159",112.1,105.342744593684,-8.38537020517394,1.6083043849933
"160",102.7,105.906078399548,-4.67380720545277,-0.683744434196651
"161",102.7,105.906078399548,-4.67380720545277,-0.683744434196651
"162",102.7,105.906078399548,-4.67380720545277,-0.683744434196651
"163",97.9,104.687850363478,10.3166496424923,-0.400009541906023
"164",97.9,104.687850363478,10.3166496424923,-0.400009541906023
"165",97.9,104.687850363478,10.3166496424923,-0.400009541906023
"166",108,104.780938638591,1.01522842639594,5.43421902703927
"167",108,104.780938638591,1.01522842639594,5.43421902703927
"168",108,104.780938638591,1.01522842639594,5.43421902703927
