"","rsi_current","rsi_current_SA","rsi_current_rate","rsi_current_rate_SA"
"1",79.412,70.346,-5.64499839596971,2.68589612588679
"2",64.157,69.55,-19.2099430816501,-1.13154976828818
"3",69.105,70.652,7.7123306887791,1.5844716031632
"4",65.936,71.192,-4.5857752695174,0.764309573685093
"5",68.872,70.206,4.45280271778693,-1.38498707719967
"6",69.102,70.846,0.333952840051115,0.911602996894853
"7",71.535,72.779,3.52088217417729,2.72845326482793
"8",69.005,72.348,-3.53673027189488,-0.592203795050767
"9",68.982,73.04,-0.0333309180494111,0.956488085365189
"10",74.112,74.488,7.43672262329303,1.98247535596932
"11",70.608,72.052,-4.72797927461139,-3.2703254215444
"12",88.664,72.675,25.5721731248584,0.864653305945693
"13",87.044,73.416,-1.82712262022918,1.01960784313725
"14",64.63,73.467,-25.7501953035247,0.0694671461261877
"15",72.651,74.216,12.4106452112022,1.01950535614629
"16",71.817,77.191,-1.14795391667011,4.00856958068342
"17",76.435,77.449,6.43023239622932,0.334235856511764
"18",72.916,74.705,-4.60391182050109,-3.54297666851735
"19",74.536,75.925,2.22173459871634,1.63309015460812
"20",72.856,76.391,-2.25394440270474,0.613763582482724
"21",73.383,77.287,0.723344679916549,1.17291303949418
"22",75.614,75.924,3.04021367346662,-1.76355661366077
"23",74.118,76.232,-1.97846959557755,0.405668826721449
"24",93.753,77.337,26.4915405164737,1.44952251023193
"25",83.723,78.307,-10.6983243202884,1.25425087603605
"26",78.306,80.229,-6.47014559917824,2.4544421316102
"27",78.804,80.467,0.635966592598274,0.296650836979147
"28",75.942,81.338,-3.63179534033807,1.08243130724396
"29",82.058,82.662,8.0535145242422,1.62777545550667
"30",88.031,90.209,7.27899778205659,9.12995088432411
"31",80.336,81.898,-8.74123888175757,-9.21304969570664
"32",79.095,82.973,-1.54476199960167,1.31260836650468
"33",80.572,84.288,1.86737467602251,1.58485290395671
"34",83.411,84.262,3.52355657052077,-0.0308466211085757
"35",84.06,86.539,0.778074834254476,2.70228572784885
"36",103.109,85.389,22.6611943849631,-1.32888062029837
"37",97.47,87.158,-5.4689697310613,2.07169541744253
"38",81.016,88.222,-16.8810916179337,1.22077147249821
"39",88.653,89.589,9.42653303051249,1.54950012468546
"40",81.889,87.097,-7.62974744227495,-2.78159149002668
"41",88.932,89.156,8.60066675621879,2.36403090806803
"42",86.717,88.381,-2.49066702649215,-0.86926286509041
"43",87.66,88.931,1.08744536826689,0.622305699188736
"44",87.924,90.654,0.301163586584543,1.93745712968481
