"","rsi_current","rsi_current_SA","rsi_current_rate","rsi_current_rate_SA"
"45",87.176,89.181,-0.850734725444708,-1.62485935535111
"46",86.345,88.537,-0.953244012113429,-0.722126910440555
"47",82.761,85.151,-4.15079043372518,-3.82438980313316
"48",100.721,85.341,21.7010427616873,0.223133022512945
"49",94.893,82.174,-5.7862809146057,-3.71099471531853
"50",72.85,82.293,-23.2293214462605,0.144814661571786
"51",82.901,83.928,13.7968428277282,1.9868032517954
"52",79.158,84.198,-4.51502394422262,0.321704317986841
"53",84.578,84.871,6.847065362945,0.79930639682653
"54",84.881,86.501,0.358249190096712,1.92056179378116
"55",85.867,86.968,1.16162627678751,0.539878151697667
"56",85.751,88.423,-0.1350926432739,1.67302916015086
"57",85.98,88.187,0.26705227927371,-0.266898883774588
"58",85.452,87.552,-0.614096301465464,-0.72006077993354
"59",85.905,88.309,0.530122173851991,0.864629020467826
"60",103.994,88.251,21.0569815493859,-0.0656784699181202
"61",96.039,90.474,-7.64947977767948,2.51895162661046
"62",87.027,90.089,-9.38368787680005,-0.425536618254974
"63",88.342,90.056,1.51102531398301,-0.0366304432283645
"64",84.83,90.12,-3.97545901156868,0.0710668917118317
"65",90.606,91.322,6.80891194153012,1.33377718597425
"66",87.888,89.777,-2.99980133765975,-1.69181577276013
"67",90.182,91.185,2.61014017840888,1.56833041870412
"68",90.193,92.96,0.0121975560533096,1.94659209299774
"69",90.376,93.732,0.202898229352618,0.830464716006891
"70",91.376,93.458,1.1064884482606,-0.292322792642855
"71",93.252,95.406,2.05305550691647,2.08435874938476
"72",113.282,95.161,21.4794320765238,-0.256797266419308
"73",111.71,96.261,-1.38768736427676,1.15593572997341
"74",84.688,96.054,-24.1894190314206,-0.215040359023897
"75",94.411,96.069,11.4809654260344,0.0156162158785689
"76",93.636,99.084,-0.820878923006859,3.13836929706773
"77",97.74,99.094,4.38292964244521,0.0100924468127961
"78",97.195,99.547,-0.557601800695725,0.457141703836764
"79",99.853,101.251,2.73470857554401,1.71175424673773
"80",97.068,98.5,-2.78909997696614,-2.71701020236838
"81",93.051,98.084,-4.13833601186797,-0.422335025380707
"82",99.183,101.147,6.58993455201986,3.12283348966192
"83",98.491,100.437,-0.697700210721603,-0.701948648996023
"84",121.938,101.995,23.8062361027911,1.55122116351544
"85",115.663,101.876,-5.14605783266907,-0.116672385901269
"86",91.779,100.118,-20.6496459541945,-1.72562723310692
"87",100.36,101.909,9.34963335839354,1.78888911084921
"88",96.604,102.707,-3.74252690314866,0.783051545987094
"89",98.591,100.39,2.05685064800629,-2.25593192284848
"90",99.567,101.569,0.989948372569503,1.1744197629246
"91",99.129,101.131,-0.439904787730863,-0.431233939489413
"92",100.251,101.255,1.13185848742548,0.122613244208003
"93",96.975,102.414,-3.2677978274531,1.14463483284777
"94",100.243,102.291,3.36994070636762,-0.120100767473202
"95",100.13,101.741,-0.112726075636204,-0.537681711978568
"96",121.132,101.574,20.9747328472985,-0.164142282855488
"97",109.31,100.103,-9.75960109632467,-1.44820524937484
"98",100.614,106.255,-7.95535632604519,6.14566995994126
"99",101.293,103.32,0.674856381815654,-2.76222295421392
"100",96.715,103.013,-4.51956206253147,-0.297135114208273
"101",101.232,103.267,4.67042340898516,0.246570821158485
"102",101.926,104.7,0.685553975027662,1.38766498494195
"103",101.165,102.148,-0.746620096933065,-2.43744030563515
"104",101.86,103.193,0.686996490881227,1.02302541410503
"105",96.522,102.165,-5.24052621244845,-0.996191602143548
"106",98.952,100.906,2.51756076334928,-1.23232026623599
"107",100.52,101.642,1.58460667798528,0.729391711097447
"108",121.595,102.592,20.9659769200159,0.934652997776513
"109",120.084,102.046,-1.2426497800074,-0.532205240174665
"110",90.822,102.376,-24.3679424402918,0.323383572114535
"111",99.9,102.312,9.99537556979587,-0.0625146518715394
"112",94.846,101.708,-5.05905905905906,-0.59035108296192
"113",99.642,101.4,5.05661809670412,-0.302827702835561
"114",98.868,102.184,-0.776780875534414,0.773175542406303
"115",99.736,99.582,0.877938261115841,-2.54638690988805
"116",99.771,101.857,0.0350926445816923,2.28454941656123
"117",95.854,101.697,-3.92599051828688,-0.157082969260823
"118",102.613,104.05,7.05134892649238,2.31373590174734
"119",101.382,102.31,-1.19965306540106,-1.67227294569918
"120",121.557,101.999,19.899982245369,-0.30397810575702
"121",109.284,103.376,-10.0964979392384,1.35001323542389
"122",102.88,102.274,-5.85996120200579,-1.0660114533354
"123",96.643,100.608,-6.06240279937791,-1.62895750630659
"124",94.168,101.304,-2.56097182413625,0.691793893129769
"125",100.208,101.821,6.41406847336674,0.510345099897335
"126",96.177,100.206,-4.02263292351907,-1.58611681283821
"127",100.509,100.33,4.50419538975014,0.123745085124638
"128",101.667,103.666,1.15213562964511,3.32502740954849
"129",94.086,99.849,-7.45669686328898,-3.68201724769934
"130",98.097,99.058,4.26312097442765,-0.79219621628659
"131",99.447,100.161,1.37618887427751,1.11348906701124
"132",117.048,99.02,17.6988747775197,-1.13916594283205
"133",111.275,99.403,-4.9321645820518,0.386790547364179
"134",93.751,98.295,-15.74837115255,-1.11465448728912
"135",94.791,97.862,1.10932150057065,-0.440510707563973
"136",90.798,97.185,-4.21242523024337,-0.691790480472494
"137",97.108,99.038,6.94949227956563,1.90667284045891
"138",93.923,97.459,-3.27985335914652,-1.59433752700983
"139",97.445,98.183,3.74988022103211,0.742876491652904
"140",95.388,96.739,-2.11093437323617,-1.47072303759307
"141",92.064,97.332,-3.48471505849794,0.612989590547751
"142",97.49,98.26,5.89372610358012,0.95343771832492
"143",96.94,97.471,-0.564160426710429,-0.802971707714229
"144",117.769,99.416,21.4864864864865,1.99546531788942
"145",114.388,98.898,-2.87087433874789,-0.521042890480406
"146",89.545,99.039,-21.7181872224359,0.142571133895534
"147",95.871,98.569,7.06460438885476,-0.474560526661213
"148",93.002,99.98,-2.99256292309457,1.4314845438221
"149",97.047,99.176,4.34936883077784,-0.804160832166435
"150",97.375,100.739,0.337980566117451,1.57598612567557
"151",98.615,100.665,1.27342747111681,-0.0734571516493097
"152",98.315,99.813,-0.30421335496628,-0.846371628669353
"153",94.896,99.66,-3.47759751818135,-0.153286646028078
"154",98.556,99.649,3.85685381891755,-0.0110375275938147
"155",101.575,101.174,3.06323308575836,1.53037160433121
"156",120.814,101.707,18.9406842234802,0.526815189673223
"157",106.376,101.748,-11.9506017514526,0.0403118762720472
"158",101.979,101.311,-4.13345115439573,-0.429492471596491
"159",98.557,101.778,-3.35559281812922,0.460956855622784
"160",94.431,101.658,-4.1864098947817,-0.117903672699409
"161",99.209,101.648,5.05977909796572,-0.00983690412953739
"162",97.141,100.148,-2.08448830247256,-1.47568078073351
"163",98.882,101.307,1.79224014576749,1.15728721492192
"164",100.614,101.66,1.75158269452479,0.348445813221193
"165",96.381,101.299,-4.2071679885503,-0.355105252803453
"166",99.384,100.189,3.11575933015843,-1.09576599966437
"167",102.508,101.822,3.14336311679948,1.62991945223529
"168",117.312,99.21,14.4417996644164,-2.56526094557169
"169",112.158,98.831,-4.3934124386252,-0.382017941739735
"170",91.515,99.94,-18.4052854009522,1.12211755420869
"171",97.826,100.057,6.89613724526033,0.117070242145292
"172",92.874,99.979,-5.0620489440435,-0.0779555653277661
"173",98.865,99.568,6.45067510821112,-0.411086328128908
"174",94.734,99.753,-4.17842512517069,0.185802667523705
"175",96.879,98.806,2.26423459370449,-0.949344881858192
"176",99.428,100.319,2.63111716677504,1.53128352529199
"177",96.21,100.999,-3.23651285352215,0.677837697744189
"178",98.782,99.893,2.67331878183141,-1.09506034713214
"179",101.429,100.229,2.67963799072706,0.336359905098454
"180",117.293,99.783,15.6404972936734,-0.444980993524826
