month,level_1,level_2,value
1983-03,Export Price Index - Overall Items,Manufactured Goods,92.693
1983-03,Export Price Index - Overall Items,Machinery & Transport Equipment,349.522
1983-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.647
1983-04,Export Price Index - Overall Items,Food & Live Animals,76.466
1983-04,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1983-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),56.148
1983-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",48.916
1983-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,84.483
1983-04,Export Price Index - Overall Items,Chemicals & Chemical Products,91.9
1983-04,Export Price Index - Overall Items,Manufactured Goods,92.777
1983-04,Export Price Index - Overall Items,Machinery & Transport Equipment,350.023
1983-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.88
1983-05,Export Price Index - Overall Items,Food & Live Animals,76.537
1983-05,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1983-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),53.565
1983-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",48.677
1983-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,84.802
1983-05,Export Price Index - Overall Items,Chemicals & Chemical Products,92.232
1983-05,Export Price Index - Overall Items,Manufactured Goods,92.861
1983-05,Export Price Index - Overall Items,Machinery & Transport Equipment,355.038
1983-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.647
1983-06,Export Price Index - Overall Items,Food & Live Animals,76.823
1983-06,Export Price Index - Overall Items,Beverages & Tobacco,73.298
1983-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.576
1983-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",49.334
1983-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,85.36
1983-06,Export Price Index - Overall Items,Chemicals & Chemical Products,92.647
1983-06,Export Price Index - Overall Items,Manufactured Goods,93.196
1983-06,Export Price Index - Overall Items,Machinery & Transport Equipment,355.539
1983-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.647
1983-07,Export Price Index - Overall Items,Food & Live Animals,76.18
1983-07,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1983-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.923
1983-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",47.562
1983-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,86.396
1983-07,Export Price Index - Overall Items,Chemicals & Chemical Products,92.73
1983-07,Export Price Index - Overall Items,Manufactured Goods,91.771
1983-07,Export Price Index - Overall Items,Machinery & Transport Equipment,354.786
1983-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.715
1983-08,Export Price Index - Overall Items,Food & Live Animals,76.894
1983-08,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1983-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.867
1983-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.646
1983-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,90.062
1983-08,Export Price Index - Overall Items,Chemicals & Chemical Products,92.895
1983-08,Export Price Index - Overall Items,Manufactured Goods,91.519
1983-08,Export Price Index - Overall Items,Machinery & Transport Equipment,353.284
1983-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.599
1983-09,Export Price Index - Overall Items,Food & Live Animals,77.824
1983-09,Export Price Index - Overall Items,Beverages & Tobacco,73.375
1983-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.183
1983-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.368
1983-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.931
1983-09,Export Price Index - Overall Items,Chemicals & Chemical Products,93.311
1983-09,Export Price Index - Overall Items,Manufactured Goods,91.519
1983-09,Export Price Index - Overall Items,Machinery & Transport Equipment,355.539
1983-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.599
1983-10,Export Price Index - Overall Items,Food & Live Animals,78.68
1983-10,Export Price Index - Overall Items,Beverages & Tobacco,72
1983-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.127
1983-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.407
1983-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,93.49
1983-10,Export Price Index - Overall Items,Chemicals & Chemical Products,93.226
1983-10,Export Price Index - Overall Items,Manufactured Goods,91.267
1983-10,Export Price Index - Overall Items,Machinery & Transport Equipment,358.797
1983-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.017
1983-11,Export Price Index - Overall Items,Food & Live Animals,80.968
1983-11,Export Price Index - Overall Items,Beverages & Tobacco,72
1983-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.745
1983-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.308
1983-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,92.692
1983-11,Export Price Index - Overall Items,Chemicals & Chemical Products,93.393
1983-11,Export Price Index - Overall Items,Manufactured Goods,91.267
1983-11,Export Price Index - Overall Items,Machinery & Transport Equipment,353.284
1983-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.249
1983-12,Export Price Index - Overall Items,Food & Live Animals,82.612
1983-12,Export Price Index - Overall Items,Beverages & Tobacco,71.695
1983-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.25
1983-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.109
1983-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,93.011
1983-12,Export Price Index - Overall Items,Chemicals & Chemical Products,93.393
1983-12,Export Price Index - Overall Items,Manufactured Goods,91.015
1983-12,Export Price Index - Overall Items,Machinery & Transport Equipment,355.038
1983-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.249
1984-01,Export Price Index - Overall Items,Food & Live Animals,83.397
1984-01,Export Price Index - Overall Items,Beverages & Tobacco,71.313
1984-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.923
1984-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.373
1984-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,118.914
1984-01,Export Price Index - Overall Items,Chemicals & Chemical Products,95.881
1984-01,Export Price Index - Overall Items,Manufactured Goods,90.848
1984-01,Export Price Index - Overall Items,Machinery & Transport Equipment,346.262
1984-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.482
1984-02,Export Price Index - Overall Items,Food & Live Animals,82.826
1984-02,Export Price Index - Overall Items,Beverages & Tobacco,71.313
1984-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),56.71
1984-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.373
1984-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,130.79
1984-02,Export Price Index - Overall Items,Chemicals & Chemical Products,95.881
1984-02,Export Price Index - Overall Items,Manufactured Goods,91.015
1984-02,Export Price Index - Overall Items,Machinery & Transport Equipment,348.52
1984-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.482
1984-03,Export Price Index - Overall Items,Food & Live Animals,81.969
1984-03,Export Price Index - Overall Items,Beverages & Tobacco,71.389
1984-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),56.372
1984-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",44.795
1984-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,124.892
1984-03,Export Price Index - Overall Items,Chemicals & Chemical Products,95.881
1984-03,Export Price Index - Overall Items,Manufactured Goods,90.009
1984-03,Export Price Index - Overall Items,Machinery & Transport Equipment,348.52
1984-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.832
1984-04,Export Price Index - Overall Items,Food & Live Animals,81.039
1984-04,Export Price Index - Overall Items,Beverages & Tobacco,71.236
1984-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.025
1984-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.074
1984-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,119.472
1984-04,Export Price Index - Overall Items,Chemicals & Chemical Products,96.047
1984-04,Export Price Index - Overall Items,Manufactured Goods,89.59
1984-04,Export Price Index - Overall Items,Machinery & Transport Equipment,346.011
1984-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.065
1984-05,Export Price Index - Overall Items,Food & Live Animals,81.183
1984-05,Export Price Index - Overall Items,Beverages & Tobacco,71.236
1984-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),52.891
1984-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.631
1984-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,121.385
1984-05,Export Price Index - Overall Items,Chemicals & Chemical Products,95.965
1984-05,Export Price Index - Overall Items,Manufactured Goods,89.757
1984-05,Export Price Index - Overall Items,Machinery & Transport Equipment,342.752
1984-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.181
1984-06,Export Price Index - Overall Items,Food & Live Animals,80.253
1984-06,Export Price Index - Overall Items,Beverages & Tobacco,71.236
1984-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.421
1984-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.91
1984-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,117.718
1984-06,Export Price Index - Overall Items,Chemicals & Chemical Products,95.965
1984-06,Export Price Index - Overall Items,Manufactured Goods,89.506
1984-06,Export Price Index - Overall Items,Machinery & Transport Equipment,343.254
1984-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.181
1984-07,Export Price Index - Overall Items,Food & Live Animals,79.396
1984-07,Export Price Index - Overall Items,Beverages & Tobacco,70.702
1984-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.084
1984-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.009
1984-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,106.64
1984-07,Export Price Index - Overall Items,Chemicals & Chemical Products,95.135
1984-07,Export Price Index - Overall Items,Manufactured Goods,89.422
1984-07,Export Price Index - Overall Items,Machinery & Transport Equipment,334.98
1984-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.298
1984-08,Export Price Index - Overall Items,Food & Live Animals,79.61
1984-08,Export Price Index - Overall Items,Beverages & Tobacco,70.702
1984-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.477
1984-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.432
1984-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,105.046
1984-08,Export Price Index - Overall Items,Chemicals & Chemical Products,95.3
1984-08,Export Price Index - Overall Items,Manufactured Goods,89.086
1984-08,Export Price Index - Overall Items,Machinery & Transport Equipment,333.725
1984-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.764
1984-09,Export Price Index - Overall Items,Food & Live Animals,80.11
1984-09,Export Price Index - Overall Items,Beverages & Tobacco,70.702
1984-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.757
1984-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.134
1984-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.098
1984-09,Export Price Index - Overall Items,Chemicals & Chemical Products,95.3
1984-09,Export Price Index - Overall Items,Manufactured Goods,88.582
1984-09,Export Price Index - Overall Items,Machinery & Transport Equipment,333.977
1984-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.764
1984-10,Export Price Index - Overall Items,Food & Live Animals,80.611
1984-10,Export Price Index - Overall Items,Beverages & Tobacco,70.626
1984-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),48.118
1984-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.014
1984-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.974
1984-10,Export Price Index - Overall Items,Chemicals & Chemical Products,94.886
1984-10,Export Price Index - Overall Items,Manufactured Goods,87.576
1984-10,Export Price Index - Overall Items,Machinery & Transport Equipment,335.229
1984-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.298
1984-11,Export Price Index - Overall Items,Food & Live Animals,79.396
1984-11,Export Price Index - Overall Items,Beverages & Tobacco,70.855
1984-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.445
1984-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",44.914
1984-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,104.647
1984-11,Export Price Index - Overall Items,Chemicals & Chemical Products,94.719
1984-11,Export Price Index - Overall Items,Manufactured Goods,87.324
1984-11,Export Price Index - Overall Items,Machinery & Transport Equipment,334.73
1984-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.764
1984-12,Export Price Index - Overall Items,Food & Live Animals,79.753
1984-12,Export Price Index - Overall Items,Beverages & Tobacco,70.855
1984-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.333
1984-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.134
1984-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,102.814
1984-12,Export Price Index - Overall Items,Chemicals & Chemical Products,94.637
1984-12,Export Price Index - Overall Items,Manufactured Goods,86.989
1984-12,Export Price Index - Overall Items,Machinery & Transport Equipment,334.73
1984-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.764
1985-01,Export Price Index - Overall Items,Food & Live Animals,84.541
1985-01,Export Price Index - Overall Items,Beverages & Tobacco,69.939
1985-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.771
1985-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.213
1985-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,98.112
1985-01,Export Price Index - Overall Items,Chemicals & Chemical Products,93.974
1985-01,Export Price Index - Overall Items,Manufactured Goods,85.982
1985-01,Export Price Index - Overall Items,Machinery & Transport Equipment,356.794
1985-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,116.852
1985-02,Export Price Index - Overall Items,Food & Live Animals,85.113
1985-02,Export Price Index - Overall Items,Beverages & Tobacco,69.939
1985-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.884
1985-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.791
1985-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,99.148
1985-02,Export Price Index - Overall Items,Chemicals & Chemical Products,93.393
1985-02,Export Price Index - Overall Items,Manufactured Goods,86.989
1985-02,Export Price Index - Overall Items,Machinery & Transport Equipment,358.296
1985-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.249
1985-03,Export Price Index - Overall Items,Food & Live Animals,84.827
1985-03,Export Price Index - Overall Items,Beverages & Tobacco,69.939
1985-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.276
1985-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",46.428
1985-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,98.431
1985-03,Export Price Index - Overall Items,Chemicals & Chemical Products,93.226
1985-03,Export Price Index - Overall Items,Manufactured Goods,86.653
1985-03,Export Price Index - Overall Items,Machinery & Transport Equipment,361.055
1985-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.784
1985-04,Export Price Index - Overall Items,Food & Live Animals,86.042
1985-04,Export Price Index - Overall Items,Beverages & Tobacco,70.015
1985-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),48.175
1985-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.631
1985-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,100.503
1985-04,Export Price Index - Overall Items,Chemicals & Chemical Products,91.651
1985-04,Export Price Index - Overall Items,Manufactured Goods,86.318
1985-04,Export Price Index - Overall Items,Machinery & Transport Equipment,357.295
1985-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.551
1985-05,Export Price Index - Overall Items,Food & Live Animals,85.256
1985-05,Export Price Index - Overall Items,Beverages & Tobacco,70.015
1985-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.782
1985-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",45.532
1985-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,99.707
1985-05,Export Price Index - Overall Items,Chemicals & Chemical Products,91.982
1985-05,Export Price Index - Overall Items,Manufactured Goods,86.318
1985-05,Export Price Index - Overall Items,Machinery & Transport Equipment,354.285
1985-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.832
1985-06,Export Price Index - Overall Items,Food & Live Animals,84.97
1985-06,Export Price Index - Overall Items,Beverages & Tobacco,70.015
1985-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.725
1985-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.919
1985-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,101.938
1985-06,Export Price Index - Overall Items,Chemicals & Chemical Products,92.73
1985-06,Export Price Index - Overall Items,Manufactured Goods,86.486
1985-06,Export Price Index - Overall Items,Machinery & Transport Equipment,349.772
1985-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.599
1985-07,Export Price Index - Overall Items,Food & Live Animals,84.112
1985-07,Export Price Index - Overall Items,Beverages & Tobacco,70.091
1985-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.21
1985-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.66
1985-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,98.75
1985-07,Export Price Index - Overall Items,Chemicals & Chemical Products,92.979
1985-07,Export Price Index - Overall Items,Manufactured Goods,86.15
1985-07,Export Price Index - Overall Items,Machinery & Transport Equipment,347.517
1985-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,120.114
1985-08,Export Price Index - Overall Items,Food & Live Animals,82.755
1985-08,Export Price Index - Overall Items,Beverages & Tobacco,70.091
1985-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.974
1985-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.72
1985-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,87.113
1985-08,Export Price Index - Overall Items,Chemicals & Chemical Products,92.979
1985-08,Export Price Index - Overall Items,Manufactured Goods,86.066
1985-08,Export Price Index - Overall Items,Machinery & Transport Equipment,352.029
1985-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,120.696
1985-09,Export Price Index - Overall Items,Food & Live Animals,81.325
1985-09,Export Price Index - Overall Items,Beverages & Tobacco,70.015
1985-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),43.796
1985-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",44.556
1985-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,84.084
1985-09,Export Price Index - Overall Items,Chemicals & Chemical Products,93.226
1985-09,Export Price Index - Overall Items,Manufactured Goods,85.814
1985-09,Export Price Index - Overall Items,Machinery & Transport Equipment,349.772
1985-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.647
1985-10,Export Price Index - Overall Items,Food & Live Animals,80.539
1985-10,Export Price Index - Overall Items,Beverages & Tobacco,70.091
1985-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.02
1985-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.123
1985-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,79.223
1985-10,Export Price Index - Overall Items,Chemicals & Chemical Products,91.486
1985-10,Export Price Index - Overall Items,Manufactured Goods,85.059
1985-10,Export Price Index - Overall Items,Machinery & Transport Equipment,341.498
1985-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.017
1985-11,Export Price Index - Overall Items,Food & Live Animals,81.683
1985-11,Export Price Index - Overall Items,Beverages & Tobacco,70.091
1985-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),42.785
1985-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",42.824
1985-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,76.433
1985-11,Export Price Index - Overall Items,Chemicals & Chemical Products,90.407
1985-11,Export Price Index - Overall Items,Manufactured Goods,84.64
1985-11,Export Price Index - Overall Items,Machinery & Transport Equipment,351.276
1985-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.551
1985-12,Export Price Index - Overall Items,Food & Live Animals,83.898
1985-12,Export Price Index - Overall Items,Beverages & Tobacco,70.091
1985-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),42.897
1985-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",42.446
1985-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,74.122
1985-12,Export Price Index - Overall Items,Chemicals & Chemical Products,89.577
1985-12,Export Price Index - Overall Items,Manufactured Goods,84.892
1985-12,Export Price Index - Overall Items,Machinery & Transport Equipment,333.977
1985-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.784
1986-01,Export Price Index - Overall Items,Food & Live Animals,85.827
1986-01,Export Price Index - Overall Items,Beverages & Tobacco,70.855
1986-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),42.447
1986-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",42.047
1986-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.528
1986-01,Export Price Index - Overall Items,Chemicals & Chemical Products,90.656
1986-01,Export Price Index - Overall Items,Manufactured Goods,80.194
1986-01,Export Price Index - Overall Items,Machinery & Transport Equipment,336.985
1986-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,118.017
1986-02,Export Price Index - Overall Items,Food & Live Animals,86.685
1986-02,Export Price Index - Overall Items,Beverages & Tobacco,70.855
1986-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.862
1986-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",37.767
1986-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.731
1986-02,Export Price Index - Overall Items,Chemicals & Chemical Products,91.237
1986-02,Export Price Index - Overall Items,Manufactured Goods,80.53
1986-02,Export Price Index - Overall Items,Machinery & Transport Equipment,337.738
1986-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,119.065
1986-03,Export Price Index - Overall Items,Food & Live Animals,86.399
1986-03,Export Price Index - Overall Items,Beverages & Tobacco,70.855
1986-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.761
1986-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",31.377
1986-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,68.065
1986-03,Export Price Index - Overall Items,Chemicals & Chemical Products,91.651
1986-03,Export Price Index - Overall Items,Manufactured Goods,80.865
1986-03,Export Price Index - Overall Items,Machinery & Transport Equipment,339.493
1986-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,120.58
1986-04,Export Price Index - Overall Items,Food & Live Animals,84.827
1986-04,Export Price Index - Overall Items,Beverages & Tobacco,71.008
1986-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.974
1986-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.439
1986-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,66.551
1986-04,Export Price Index - Overall Items,Chemicals & Chemical Products,92.647
1986-04,Export Price Index - Overall Items,Manufactured Goods,80.53
1986-04,Export Price Index - Overall Items,Machinery & Transport Equipment,339.993
1986-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,120.696
1986-05,Export Price Index - Overall Items,Food & Live Animals,84.04
1986-05,Export Price Index - Overall Items,Beverages & Tobacco,71.008
1986-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.974
1986-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",23.811
1986-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.558
1986-05,Export Price Index - Overall Items,Chemicals & Chemical Products,92.812
1986-05,Export Price Index - Overall Items,Manufactured Goods,81.62
1986-05,Export Price Index - Overall Items,Machinery & Transport Equipment,342.501
1986-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.21
1986-06,Export Price Index - Overall Items,Food & Live Animals,83.898
1986-06,Export Price Index - Overall Items,Beverages & Tobacco,71.008
1986-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.582
1986-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",22.935
1986-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.718
1986-06,Export Price Index - Overall Items,Chemicals & Chemical Products,92.066
1986-06,Export Price Index - Overall Items,Manufactured Goods,81.955
1986-06,Export Price Index - Overall Items,Machinery & Transport Equipment,344.757
1986-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.56
1986-07,Export Price Index - Overall Items,Food & Live Animals,82.97
1986-07,Export Price Index - Overall Items,Beverages & Tobacco,71.771
1986-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.536
1986-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",20.167
1986-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,59.855
1986-07,Export Price Index - Overall Items,Chemicals & Chemical Products,90.656
1986-07,Export Price Index - Overall Items,Manufactured Goods,82.543
1986-07,Export Price Index - Overall Items,Machinery & Transport Equipment,344.757
1986-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.21
1986-08,Export Price Index - Overall Items,Food & Live Animals,82.469
1986-08,Export Price Index - Overall Items,Beverages & Tobacco,71.771
1986-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.536
1986-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",18.854
1986-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,57.305
1986-08,Export Price Index - Overall Items,Chemicals & Chemical Products,90.076
1986-08,Export Price Index - Overall Items,Manufactured Goods,82.459
1986-08,Export Price Index - Overall Items,Machinery & Transport Equipment,344.506
1986-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,121.744
1986-09,Export Price Index - Overall Items,Food & Live Animals,84.112
1986-09,Export Price Index - Overall Items,Beverages & Tobacco,71.771
1986-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.21
1986-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",21.979
1986-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,56.189
1986-09,Export Price Index - Overall Items,Chemicals & Chemical Products,89.993
1986-09,Export Price Index - Overall Items,Manufactured Goods,82.543
1986-09,Export Price Index - Overall Items,Machinery & Transport Equipment,344.757
1986-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,122.56
1986-10,Export Price Index - Overall Items,Food & Live Animals,84.541
1986-10,Export Price Index - Overall Items,Beverages & Tobacco,71.771
1986-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.884
1986-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",22.756
