month,level_1,level_2,value
2001-08,Export Price Index - Overall Items,Manufactured Goods,80.25
2001-08,Export Price Index - Overall Items,Machinery & Transport Equipment,187.486
2001-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,115.633
2001-09,Export Price Index - Overall Items,Food & Live Animals,71.638
2001-09,Export Price Index - Overall Items,Beverages & Tobacco,80.814
2001-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),38.884
2001-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",32.519
2001-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,57.25
2001-09,Export Price Index - Overall Items,Chemicals & Chemical Products,85.365
2001-09,Export Price Index - Overall Items,Manufactured Goods,78.827
2001-09,Export Price Index - Overall Items,Machinery & Transport Equipment,188.19
2001-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,115.349
2001-10,Export Price Index - Overall Items,Food & Live Animals,71.855
2001-10,Export Price Index - Overall Items,Beverages & Tobacco,83.037
2001-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),39.632
2001-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",29.625
2001-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,57.876
2001-10,Export Price Index - Overall Items,Chemicals & Chemical Products,86.304
2001-10,Export Price Index - Overall Items,Manufactured Goods,79.874
2001-10,Export Price Index - Overall Items,Machinery & Transport Equipment,185.475
2001-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,115.719
2001-11,Export Price Index - Overall Items,Food & Live Animals,72.028
2001-11,Export Price Index - Overall Items,Beverages & Tobacco,83.727
2001-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),39.688
2001-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.825
2001-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,60.656
2001-11,Export Price Index - Overall Items,Chemicals & Chemical Products,85.713
2001-11,Export Price Index - Overall Items,Manufactured Goods,80.7
2001-11,Export Price Index - Overall Items,Machinery & Transport Equipment,181.472
2001-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.058
2001-12,Export Price Index - Overall Items,Food & Live Animals,72.893
2001-12,Export Price Index - Overall Items,Beverages & Tobacco,84.371
2001-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),38.854
2001-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.265
2001-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,60.635
2001-12,Export Price Index - Overall Items,Chemicals & Chemical Products,85.622
2001-12,Export Price Index - Overall Items,Manufactured Goods,80.311
2001-12,Export Price Index - Overall Items,Machinery & Transport Equipment,182.333
2001-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,117.172
2002-01,Export Price Index - Overall Items,Food & Live Animals,72.881
2002-01,Export Price Index - Overall Items,Beverages & Tobacco,85.624
2002-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),40.042
2002-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",26.404
2002-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,62.532
2002-01,Export Price Index - Overall Items,Chemicals & Chemical Products,86.063
2002-01,Export Price Index - Overall Items,Manufactured Goods,80.892
2002-01,Export Price Index - Overall Items,Machinery & Transport Equipment,180.542
2002-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,115.01
2002-02,Export Price Index - Overall Items,Food & Live Animals,73.198
2002-02,Export Price Index - Overall Items,Beverages & Tobacco,85.886
2002-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),40.559
2002-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",27.127
2002-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,62.121
2002-02,Export Price Index - Overall Items,Chemicals & Chemical Products,86.092
2002-02,Export Price Index - Overall Items,Manufactured Goods,80.434
2002-02,Export Price Index - Overall Items,Machinery & Transport Equipment,180.976
2002-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,114.829
2002-03,Export Price Index - Overall Items,Food & Live Animals,72.866
2002-03,Export Price Index - Overall Items,Beverages & Tobacco,85.801
2002-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),41.924
2002-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",30.003
2002-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,62.163
2002-03,Export Price Index - Overall Items,Chemicals & Chemical Products,86.887
2002-03,Export Price Index - Overall Items,Manufactured Goods,80.478
2002-03,Export Price Index - Overall Items,Machinery & Transport Equipment,182.392
2002-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,114.923
2002-04,Export Price Index - Overall Items,Food & Live Animals,72.649
2002-04,Export Price Index - Overall Items,Beverages & Tobacco,85.862
2002-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),42.909
2002-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",31.15
2002-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,62.683
2002-04,Export Price Index - Overall Items,Chemicals & Chemical Products,87.934
2002-04,Export Price Index - Overall Items,Manufactured Goods,80.265
2002-04,Export Price Index - Overall Items,Machinery & Transport Equipment,179.33
2002-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,113.859
2002-05,Export Price Index - Overall Items,Food & Live Animals,71.776
2002-05,Export Price Index - Overall Items,Beverages & Tobacco,84.783
2002-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),43.992
2002-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",32.239
2002-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,63.258
2002-05,Export Price Index - Overall Items,Chemicals & Chemical Products,87.463
2002-05,Export Price Index - Overall Items,Manufactured Goods,79.678
2002-05,Export Price Index - Overall Items,Machinery & Transport Equipment,175.769
2002-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.335
2002-06,Export Price Index - Overall Items,Food & Live Animals,71.76
2002-06,Export Price Index - Overall Items,Beverages & Tobacco,84.064
2002-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),43.216
2002-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",30.905
2002-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.118
2002-06,Export Price Index - Overall Items,Chemicals & Chemical Products,87.252
2002-06,Export Price Index - Overall Items,Manufactured Goods,79.317
2002-06,Export Price Index - Overall Items,Machinery & Transport Equipment,173.271
2002-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.693
2002-07,Export Price Index - Overall Items,Food & Live Animals,71.562
2002-07,Export Price Index - Overall Items,Beverages & Tobacco,82.859
2002-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.66
2002-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",30.932
2002-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,64.963
2002-07,Export Price Index - Overall Items,Chemicals & Chemical Products,86.669
2002-07,Export Price Index - Overall Items,Manufactured Goods,78.729
2002-07,Export Price Index - Overall Items,Machinery & Transport Equipment,169.1
2002-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.349
2002-08,Export Price Index - Overall Items,Food & Live Animals,71.254
2002-08,Export Price Index - Overall Items,Beverages & Tobacco,82.984
2002-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),45.238
2002-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",31.332
2002-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,66.815
2002-08,Export Price Index - Overall Items,Chemicals & Chemical Products,87.133
2002-08,Export Price Index - Overall Items,Manufactured Goods,77.742
2002-08,Export Price Index - Overall Items,Machinery & Transport Equipment,168.637
2002-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.12
2002-09,Export Price Index - Overall Items,Food & Live Animals,71.82
2002-09,Export Price Index - Overall Items,Beverages & Tobacco,84.082
2002-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),44.735
2002-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",33.763
2002-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,66.581
2002-09,Export Price Index - Overall Items,Chemicals & Chemical Products,87.632
2002-09,Export Price Index - Overall Items,Manufactured Goods,77.783
2002-09,Export Price Index - Overall Items,Machinery & Transport Equipment,167.089
2002-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.4
2002-10,Export Price Index - Overall Items,Food & Live Animals,72.624
2002-10,Export Price Index - Overall Items,Beverages & Tobacco,84.861
2002-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.521
2002-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",34.656
2002-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,67.841
2002-10,Export Price Index - Overall Items,Chemicals & Chemical Products,87.704
2002-10,Export Price Index - Overall Items,Manufactured Goods,77.765
2002-10,Export Price Index - Overall Items,Machinery & Transport Equipment,168.732
2002-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.796
2002-11,Export Price Index - Overall Items,Food & Live Animals,72.593
2002-11,Export Price Index - Overall Items,Beverages & Tobacco,84.043
2002-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.819
2002-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",31.651
2002-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.433
2002-11,Export Price Index - Overall Items,Chemicals & Chemical Products,87.131
2002-11,Export Price Index - Overall Items,Manufactured Goods,77.684
2002-11,Export Price Index - Overall Items,Machinery & Transport Equipment,166.52
2002-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.5
2002-12,Export Price Index - Overall Items,Food & Live Animals,72.588
2002-12,Export Price Index - Overall Items,Beverages & Tobacco,85.356
2002-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),46.723
2002-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",34.364
2002-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.921
2002-12,Export Price Index - Overall Items,Chemicals & Chemical Products,86.369
2002-12,Export Price Index - Overall Items,Manufactured Goods,78.127
2002-12,Export Price Index - Overall Items,Machinery & Transport Equipment,165.843
2002-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.555
2003-01,Export Price Index - Overall Items,Food & Live Animals,73.186
2003-01,Export Price Index - Overall Items,Beverages & Tobacco,85.486
2003-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.185
2003-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",36.434
2003-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.096
2003-01,Export Price Index - Overall Items,Chemicals & Chemical Products,86.304
2003-01,Export Price Index - Overall Items,Manufactured Goods,78.515
2003-01,Export Price Index - Overall Items,Machinery & Transport Equipment,163.376
2003-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.219
2003-02,Export Price Index - Overall Items,Food & Live Animals,72.821
2003-02,Export Price Index - Overall Items,Beverages & Tobacco,85.85
2003-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),47.984
2003-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",40.248
2003-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.157
2003-02,Export Price Index - Overall Items,Chemicals & Chemical Products,88.119
2003-02,Export Price Index - Overall Items,Manufactured Goods,78.8
2003-02,Export Price Index - Overall Items,Machinery & Transport Equipment,163.071
2003-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.46
2003-03,Export Price Index - Overall Items,Food & Live Animals,72.917
2003-03,Export Price Index - Overall Items,Beverages & Tobacco,86.153
2003-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.668
2003-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",39.724
2003-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.365
2003-03,Export Price Index - Overall Items,Chemicals & Chemical Products,89.799
2003-03,Export Price Index - Overall Items,Manufactured Goods,78.582
2003-03,Export Price Index - Overall Items,Machinery & Transport Equipment,161.342
2003-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.213
2003-04,Export Price Index - Overall Items,Food & Live Animals,72.869
2003-04,Export Price Index - Overall Items,Beverages & Tobacco,87.067
2003-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.12
2003-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",34.474
2003-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.145
2003-04,Export Price Index - Overall Items,Chemicals & Chemical Products,90.111
2003-04,Export Price Index - Overall Items,Manufactured Goods,79.575
2003-04,Export Price Index - Overall Items,Machinery & Transport Equipment,162.145
2003-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.74
2003-05,Export Price Index - Overall Items,Food & Live Animals,71.693
2003-05,Export Price Index - Overall Items,Beverages & Tobacco,85.398
2003-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.077
2003-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",33.226
2003-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.248
2003-05,Export Price Index - Overall Items,Chemicals & Chemical Products,87.073
2003-05,Export Price Index - Overall Items,Manufactured Goods,79.007
2003-05,Export Price Index - Overall Items,Machinery & Transport Equipment,159.578
2003-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.4
2003-06,Export Price Index - Overall Items,Food & Live Animals,71.988
2003-06,Export Price Index - Overall Items,Beverages & Tobacco,85.352
2003-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),48.732
2003-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",33.57
2003-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.75
2003-06,Export Price Index - Overall Items,Chemicals & Chemical Products,86.701
2003-06,Export Price Index - Overall Items,Manufactured Goods,79.158
2003-06,Export Price Index - Overall Items,Machinery & Transport Equipment,159.638
2003-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.312
2003-07,Export Price Index - Overall Items,Food & Live Animals,72.772
2003-07,Export Price Index - Overall Items,Beverages & Tobacco,86.489
2003-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.31
2003-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",34.71
2003-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.871
2003-07,Export Price Index - Overall Items,Chemicals & Chemical Products,87.959
2003-07,Export Price Index - Overall Items,Manufactured Goods,80.298
2003-07,Export Price Index - Overall Items,Machinery & Transport Equipment,158.428
2003-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.89
2003-08,Export Price Index - Overall Items,Food & Live Animals,72.143
2003-08,Export Price Index - Overall Items,Beverages & Tobacco,86.412
2003-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),49.256
2003-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",35.988
2003-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.815
2003-08,Export Price Index - Overall Items,Chemicals & Chemical Products,88.762
2003-08,Export Price Index - Overall Items,Manufactured Goods,79.907
2003-08,Export Price Index - Overall Items,Machinery & Transport Equipment,157.136
2003-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.257
2003-09,Export Price Index - Overall Items,Food & Live Animals,71.875
2003-09,Export Price Index - Overall Items,Beverages & Tobacco,86.17
2003-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),50.857
2003-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",34.269
2003-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.176
2003-09,Export Price Index - Overall Items,Chemicals & Chemical Products,89.563
2003-09,Export Price Index - Overall Items,Manufactured Goods,79.719
2003-09,Export Price Index - Overall Items,Machinery & Transport Equipment,156.576
2003-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.91
2003-10,Export Price Index - Overall Items,Food & Live Animals,71.919
2003-10,Export Price Index - Overall Items,Beverages & Tobacco,85.665
2003-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),52.227
2003-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",35.668
2003-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,74.213
2003-10,Export Price Index - Overall Items,Chemicals & Chemical Products,89.009
2003-10,Export Price Index - Overall Items,Manufactured Goods,79.696
2003-10,Export Price Index - Overall Items,Machinery & Transport Equipment,154.23
2003-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.038
2003-11,Export Price Index - Overall Items,Food & Live Animals,71.555
2003-11,Export Price Index - Overall Items,Beverages & Tobacco,85.049
2003-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.647
2003-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",35.995
2003-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,77.961
2003-11,Export Price Index - Overall Items,Chemicals & Chemical Products,89.681
2003-11,Export Price Index - Overall Items,Manufactured Goods,80.291
2003-11,Export Price Index - Overall Items,Machinery & Transport Equipment,154.862
2003-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.777
2003-12,Export Price Index - Overall Items,Food & Live Animals,71.391
2003-12,Export Price Index - Overall Items,Beverages & Tobacco,84.386
2003-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),54.554
2003-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",37.026
2003-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,79.099
2003-12,Export Price Index - Overall Items,Chemicals & Chemical Products,88.979
2003-12,Export Price Index - Overall Items,Manufactured Goods,80.243
2003-12,Export Price Index - Overall Items,Machinery & Transport Equipment,154.563
2003-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.412
2004-01,Export Price Index - Overall Items,Food & Live Animals,72.341
2004-01,Export Price Index - Overall Items,Beverages & Tobacco,83.985
2004-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),55.479
2004-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",38.961
2004-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,79.298
2004-01,Export Price Index - Overall Items,Chemicals & Chemical Products,88.621
2004-01,Export Price Index - Overall Items,Manufactured Goods,81.7
2004-01,Export Price Index - Overall Items,Machinery & Transport Equipment,154.279
2004-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.809
2004-02,Export Price Index - Overall Items,Food & Live Animals,72.988
2004-02,Export Price Index - Overall Items,Beverages & Tobacco,83.596
2004-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),56.229
2004-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",38.113
2004-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,80.72
2004-02,Export Price Index - Overall Items,Chemicals & Chemical Products,89.765
2004-02,Export Price Index - Overall Items,Manufactured Goods,82.17
2004-02,Export Price Index - Overall Items,Machinery & Transport Equipment,154.02
2004-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.47
2004-03,Export Price Index - Overall Items,Food & Live Animals,73.412
2004-03,Export Price Index - Overall Items,Beverages & Tobacco,84.226
2004-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),59.899
2004-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",38.246
2004-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,82.59
2004-03,Export Price Index - Overall Items,Chemicals & Chemical Products,91.183
2004-03,Export Price Index - Overall Items,Manufactured Goods,84.449
2004-03,Export Price Index - Overall Items,Machinery & Transport Equipment,153.056
2004-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.733
2004-04,Export Price Index - Overall Items,Food & Live Animals,72.923
2004-04,Export Price Index - Overall Items,Beverages & Tobacco,83.483
2004-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),61.04
2004-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",38.938
2004-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,83.469
2004-04,Export Price Index - Overall Items,Chemicals & Chemical Products,91.456
2004-04,Export Price Index - Overall Items,Manufactured Goods,84.804
2004-04,Export Price Index - Overall Items,Machinery & Transport Equipment,151.317
2004-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.442
2004-05,Export Price Index - Overall Items,Food & Live Animals,73.503
2004-05,Export Price Index - Overall Items,Beverages & Tobacco,84.536
2004-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.543
2004-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.202
2004-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,83.218
2004-05,Export Price Index - Overall Items,Chemicals & Chemical Products,92.201
2004-05,Export Price Index - Overall Items,Manufactured Goods,86.084
2004-05,Export Price Index - Overall Items,Machinery & Transport Equipment,152.507
2004-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.794
2004-06,Export Price Index - Overall Items,Food & Live Animals,74.244
2004-06,Export Price Index - Overall Items,Beverages & Tobacco,84.582
2004-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.263
2004-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",41.688
2004-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,78.742
2004-06,Export Price Index - Overall Items,Chemicals & Chemical Products,93.395
2004-06,Export Price Index - Overall Items,Manufactured Goods,87.2
2004-06,Export Price Index - Overall Items,Machinery & Transport Equipment,152.163
2004-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.16
2004-07,Export Price Index - Overall Items,Food & Live Animals,74.72
2004-07,Export Price Index - Overall Items,Beverages & Tobacco,82.043
2004-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.098
2004-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",43.502
2004-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,76.168
2004-07,Export Price Index - Overall Items,Chemicals & Chemical Products,95.046
2004-07,Export Price Index - Overall Items,Manufactured Goods,87.828
2004-07,Export Price Index - Overall Items,Machinery & Transport Equipment,150.655
2004-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.849
2004-08,Export Price Index - Overall Items,Food & Live Animals,74.629
2004-08,Export Price Index - Overall Items,Beverages & Tobacco,82.508
2004-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.205
2004-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",47.392
2004-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,75.676
2004-08,Export Price Index - Overall Items,Chemicals & Chemical Products,98.227
2004-08,Export Price Index - Overall Items,Manufactured Goods,88.737
2004-08,Export Price Index - Overall Items,Machinery & Transport Equipment,149.598
2004-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.552
2004-09,Export Price Index - Overall Items,Food & Live Animals,74.552
2004-09,Export Price Index - Overall Items,Beverages & Tobacco,81.884
2004-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.183
2004-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",48.083
2004-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,76.356
2004-09,Export Price Index - Overall Items,Chemicals & Chemical Products,100.759
2004-09,Export Price Index - Overall Items,Manufactured Goods,87.928
2004-09,Export Price Index - Overall Items,Machinery & Transport Equipment,146.266
2004-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.837
2004-10,Export Price Index - Overall Items,Food & Live Animals,74.618
2004-10,Export Price Index - Overall Items,Beverages & Tobacco,81.215
2004-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.431
2004-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",52.229
2004-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,74.91
2004-10,Export Price Index - Overall Items,Chemicals & Chemical Products,102.582
2004-10,Export Price Index - Overall Items,Manufactured Goods,88.731
2004-10,Export Price Index - Overall Items,Machinery & Transport Equipment,143.705
2004-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,112.139
2004-11,Export Price Index - Overall Items,Food & Live Animals,74.33
2004-11,Export Price Index - Overall Items,Beverages & Tobacco,80.224
2004-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.45
2004-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",48.907
2004-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,74.266
2004-11,Export Price Index - Overall Items,Chemicals & Chemical Products,102.042
2004-11,Export Price Index - Overall Items,Manufactured Goods,88.987
2004-11,Export Price Index - Overall Items,Machinery & Transport Equipment,141.283
2004-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.574
2004-12,Export Price Index - Overall Items,Food & Live Animals,75.006
2004-12,Export Price Index - Overall Items,Beverages & Tobacco,79.962
2004-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.456
2004-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",44.139
2004-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.931
2004-12,Export Price Index - Overall Items,Chemicals & Chemical Products,100.811
2004-12,Export Price Index - Overall Items,Manufactured Goods,88.596
2004-12,Export Price Index - Overall Items,Machinery & Transport Equipment,140.951
2004-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.373
2005-01,Export Price Index - Overall Items,Food & Live Animals,74.35
2005-01,Export Price Index - Overall Items,Beverages & Tobacco,81.111
2005-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),60.478
2005-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",44.671
2005-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.415
2005-01,Export Price Index - Overall Items,Chemicals & Chemical Products,100.032
2005-01,Export Price Index - Overall Items,Manufactured Goods,89.68
2005-01,Export Price Index - Overall Items,Machinery & Transport Equipment,138.718
2005-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.949
2005-02,Export Price Index - Overall Items,Food & Live Animals,74.436
2005-02,Export Price Index - Overall Items,Beverages & Tobacco,81.139
2005-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),61.479
2005-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",47.28
2005-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.6
2005-02,Export Price Index - Overall Items,Chemicals & Chemical Products,100.919
2005-02,Export Price Index - Overall Items,Manufactured Goods,89.982
2005-02,Export Price Index - Overall Items,Machinery & Transport Equipment,138.562
2005-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.589
2005-03,Export Price Index - Overall Items,Food & Live Animals,74.616
2005-03,Export Price Index - Overall Items,Beverages & Tobacco,82.045
2005-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),62.573
2005-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",54.281
