"","RSI Current","RSI Chained","Tourism","Overall employment changes","Food & Accomodation employment changes","CPI","ULC","IPI","AICc","RMSE","pVal","RMSE_forecast"
"168",1,0,1,0,0,1,1,1,503.502084631055,1.71148181336331,0.102552518507508,2.65730242518064
"169",1,0,1,0,1,0,0,0,509.375076648649,1.78425735501515,0.255717096185489,2.88072345551063
"170",1,0,1,0,1,0,0,1,511.646801676372,1.78443269272885,0.204027275422101,2.93692615125014
"171",1,0,1,0,1,0,1,0,511.610457566225,1.7841709240684,0.209759310840697,2.9135436725473
"172",1,0,1,0,1,0,1,1,513.915124494175,1.78436361625142,0.163201081274432,2.98476724887636
"173",1,0,1,0,1,1,0,0,501.098458209962,1.71193324535142,0.201269842848142,2.65935786693638
"174",1,0,1,0,1,1,0,1,503.38304168501,1.71210388898384,0.160506782199782,2.64425258121122
"175",1,0,1,0,1,1,1,0,503.298147101614,1.71007555238364,0.145993511569258,2.68227800353019
"176",1,0,1,0,1,1,1,1,505.625013906305,1.71023798707684,0.112476573598831,2.66530742230333
"177",1,0,1,1,0,0,0,0,509.252360596402,1.78508540926387,0.201625461971445,3.07792548187373
"178",1,0,1,1,0,0,0,1,511.516974241773,1.78526970958925,0.158985735179591,3.15480878712304
"179",1,0,1,1,0,0,1,0,511.548607786773,1.78516708927324,0.159467742888193,3.08629272275064
"180",1,0,1,1,0,0,1,1,513.852488699022,1.78538804105507,0.122682041507649,3.17063579805127
"181",1,0,1,1,0,1,0,0,499.989307757777,1.70617199943133,0.172043493040999,2.6264231193361
"182",1,0,1,1,0,1,0,1,502.282153385374,1.70629765912323,0.135839538740698,2.62107336772126
"183",1,0,1,1,0,1,1,0,502.116728524302,1.70373849030034,0.124688615573626,2.63943609502846
"184",1,0,1,1,0,1,1,1,504.45406269742,1.70385047185298,0.0950706926622056,2.63310193909712
"185",1,0,1,1,1,0,0,0,511.13487660215,1.7805319205177,0.186206814793737,3.05647342160415
"186",1,0,1,1,1,0,0,1,513.453091951054,1.78070895681346,0.1427822216764,3.11697071452731
"187",1,0,1,1,1,0,1,0,513.448226377831,1.7805496635406,0.147231846379306,3.07487978543606
"188",1,0,1,1,1,0,1,1,515.804158914371,1.78074913089435,0.109759022456688,3.14607799745375
"189",1,0,1,1,1,1,0,0,502.279536906205,1.70619349149316,0.123790425597283,2.6237208994363
"190",1,0,1,1,1,1,0,1,504.61301842725,1.70633572490744,0.0943419009762277,2.61770613654653
"191",1,0,1,1,1,1,1,0,504.427272184519,1.70357946404824,0.0794218588964339,2.63515087745471
"192",1,0,1,1,1,1,1,1,506.805783458853,1.70371500352133,0.058050402238345,2.62735901372033
"193",1,1,0,0,0,0,0,0,510.098377489042,1.80934387480249,0.45456696104703,2.67342467940628
"194",1,1,0,0,0,0,0,1,512.317249823834,1.80936072813387,0.39214929288947,2.67466895882762
"195",1,1,0,0,0,0,1,0,512.184700295195,1.80627965522328,0.40308571129044,2.63518962536251
"196",1,1,0,0,0,0,1,1,514.443664935663,1.80628730044726,0.341185012678356,2.63559252892838
"197",1,1,0,0,0,1,0,0,501.185763043995,1.72605116577616,0.0653022990414549,2.63802160779847
"198",1,1,0,0,0,1,0,1,503.380678293235,1.72499447882735,0.0450811426386855,2.6528237642127
"199",1,1,0,0,0,1,1,0,502.46834104218,1.71636326981377,0.0393199642023009,2.67800629323584
"200",1,1,0,0,0,1,1,1,504.745656653367,1.71596853232175,0.0274382435711049,2.69436525428616
"201",1,1,0,0,1,0,0,0,512.153500849252,1.80675008146607,0.418940274467998,2.70964678525049
"202",1,1,0,0,1,0,0,1,514.412379502437,1.80673464989798,0.355203748934281,2.70851377325274
"203",1,1,0,0,1,0,1,0,514.309089015014,1.80428395155754,0.362634780752893,2.67104759075912
"204",1,1,0,0,1,0,1,1,516.608972291906,1.80426393509467,0.30091123723305,2.67013043581172
"205",1,1,0,0,1,1,0,0,503.34332812167,1.72533644347228,0.0656505915587976,2.65363809410053
"206",1,1,0,0,1,1,0,1,505.547562139939,1.72400362559647,0.0462037074227344,2.67086396221923
"207",1,1,0,0,1,1,1,0,504.706932890599,1.71607768685224,0.0364724587585482,2.68198148785058
"208",1,1,0,0,1,1,1,1,507.007897143459,1.71552189322461,0.0259530234010458,2.70374816563192
"209",1,1,0,1,0,0,0,0,511.144430263664,1.7988903341174,0.418697236105371,2.83291247827239
