 Subject: Services 
 Topic : Food & Beverage Services Index 
" Title  : M601661 - Food & Beverage Services Index, (2017 = 100), At Current Prices, (SSIC 2015 Version 2018), Monthly "
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Index
 Variables , 1985 Jan , 1985 Feb , 1985 Mar , 1985 Apr , 1985 May , 1985 Jun , 1985 Jul , 1985 Aug , 1985 Sep , 1985 Oct , 1985 Nov , 1985 Dec , 1986 Jan , 1986 Feb , 1986 Mar , 1986 Apr , 1986 May , 1986 Jun , 1986 Jul , 1986 Aug , 1986 Sep , 1986 Oct , 1986 Nov , 1986 Dec , 1987 Jan , 1987 Feb , 1987 Mar , 1987 Apr , 1987 May , 1987 Jun , 1987 Jul , 1987 Aug , 1987 Sep , 1987 Oct , 1987 Nov , 1987 Dec , 1988 Jan , 1988 Feb , 1988 Mar , 1988 Apr , 1988 May , 1988 Jun , 1988 Jul , 1988 Aug , 1988 Sep , 1988 Oct , 1988 Nov , 1988 Dec , 1989 Jan , 1989 Feb , 1989 Mar , 1989 Apr , 1989 May , 1989 Jun , 1989 Jul , 1989 Aug , 1989 Sep , 1989 Oct , 1989 Nov , 1989 Dec , 1990 Jan , 1990 Feb , 1990 Mar , 1990 Apr , 1990 May , 1990 Jun , 1990 Jul , 1990 Aug , 1990 Sep , 1990 Oct , 1990 Nov , 1990 Dec , 1991 Jan , 1991 Feb , 1991 Mar , 1991 Apr , 1991 May , 1991 Jun , 1991 Jul , 1991 Aug , 1991 Sep , 1991 Oct , 1991 Nov , 1991 Dec , 1992 Jan , 1992 Feb , 1992 Mar , 1992 Apr , 1992 May , 1992 Jun , 1992 Jul , 1992 Aug , 1992 Sep , 1992 Oct , 1992 Nov , 1992 Dec , 1993 Jan , 1993 Feb , 1993 Mar , 1993 Apr , 1993 May , 1993 Jun , 1993 Jul , 1993 Aug , 1993 Sep , 1993 Oct , 1993 Nov , 1993 Dec , 1994 Jan , 1994 Feb , 1994 Mar , 1994 Apr , 1994 May , 1994 Jun , 1994 Jul , 1994 Aug , 1994 Sep , 1994 Oct , 1994 Nov , 1994 Dec , 1995 Jan , 1995 Feb , 1995 Mar , 1995 Apr , 1995 May , 1995 Jun , 1995 Jul , 1995 Aug , 1995 Sep , 1995 Oct , 1995 Nov , 1995 Dec , 1996 Jan , 1996 Feb , 1996 Mar , 1996 Apr , 1996 May , 1996 Jun , 1996 Jul , 1996 Aug , 1996 Sep , 1996 Oct , 1996 Nov , 1996 Dec , 1997 Jan , 1997 Feb , 1997 Mar , 1997 Apr , 1997 May , 1997 Jun , 1997 Jul , 1997 Aug , 1997 Sep , 1997 Oct , 1997 Nov , 1997 Dec , 1998 Jan , 1998 Feb , 1998 Mar , 1998 Apr , 1998 May , 1998 Jun , 1998 Jul , 1998 Aug , 1998 Sep , 1998 Oct , 1998 Nov , 1998 Dec , 1999 Jan , 1999 Feb , 1999 Mar , 1999 Apr , 1999 May , 1999 Jun , 1999 Jul , 1999 Aug , 1999 Sep , 1999 Oct , 1999 Nov , 1999 Dec , 2000 Jan , 2000 Feb , 2000 Mar , 2000 Apr , 2000 May , 2000 Jun , 2000 Jul , 2000 Aug , 2000 Sep , 2000 Oct , 2000 Nov , 2000 Dec , 2001 Jan , 2001 Feb , 2001 Mar , 2001 Apr , 2001 May , 2001 Jun , 2001 Jul , 2001 Aug , 2001 Sep , 2001 Oct , 2001 Nov , 2001 Dec , 2002 Jan , 2002 Feb , 2002 Mar , 2002 Apr , 2002 May , 2002 Jun , 2002 Jul , 2002 Aug , 2002 Sep , 2002 Oct , 2002 Nov , 2002 Dec , 2003 Jan , 2003 Feb , 2003 Mar , 2003 Apr , 2003 May , 2003 Jun , 2003 Jul , 2003 Aug , 2003 Sep , 2003 Oct , 2003 Nov , 2003 Dec , 2004 Jan , 2004 Feb , 2004 Mar , 2004 Apr , 2004 May , 2004 Jun , 2004 Jul , 2004 Aug , 2004 Sep , 2004 Oct , 2004 Nov , 2004 Dec , 2005 Jan , 2005 Feb , 2005 Mar , 2005 Apr , 2005 May , 2005 Jun , 2005 Jul , 2005 Aug , 2005 Sep , 2005 Oct , 2005 Nov , 2005 Dec , 2006 Jan , 2006 Feb , 2006 Mar , 2006 Apr , 2006 May , 2006 Jun , 2006 Jul , 2006 Aug , 2006 Sep , 2006 Oct , 2006 Nov , 2006 Dec , 2007 Jan , 2007 Feb , 2007 Mar , 2007 Apr , 2007 May , 2007 Jun , 2007 Jul , 2007 Aug , 2007 Sep , 2007 Oct , 2007 Nov , 2007 Dec , 2008 Jan , 2008 Feb , 2008 Mar , 2008 Apr , 2008 May , 2008 Jun , 2008 Jul , 2008 Aug , 2008 Sep , 2008 Oct , 2008 Nov , 2008 Dec , 2009 Jan , 2009 Feb , 2009 Mar , 2009 Apr , 2009 May , 2009 Jun , 2009 Jul , 2009 Aug , 2009 Sep , 2009 Oct , 2009 Nov , 2009 Dec , 2010 Jan , 2010 Feb , 2010 Mar , 2010 Apr , 2010 May , 2010 Jun , 2010 Jul , 2010 Aug , 2010 Sep , 2010 Oct , 2010 Nov , 2010 Dec , 2011 Jan , 2011 Feb , 2011 Mar , 2011 Apr , 2011 May , 2011 Jun , 2011 Jul , 2011 Aug , 2011 Sep , 2011 Oct , 2011 Nov , 2011 Dec , 2012 Jan , 2012 Feb , 2012 Mar , 2012 Apr , 2012 May , 2012 Jun , 2012 Jul , 2012 Aug , 2012 Sep , 2012 Oct , 2012 Nov , 2012 Dec , 2013 Jan , 2013 Feb , 2013 Mar , 2013 Apr , 2013 May , 2013 Jun , 2013 Jul , 2013 Aug , 2013 Sep , 2013 Oct , 2013 Nov , 2013 Dec , 2014 Jan , 2014 Feb , 2014 Mar , 2014 Apr , 2014 May , 2014 Jun , 2014 Jul , 2014 Aug , 2014 Sep , 2014 Oct , 2014 Nov , 2014 Dec , 2015 Jan , 2015 Feb , 2015 Mar , 2015 Apr , 2015 May , 2015 Jun , 2015 Jul , 2015 Aug , 2015 Sep , 2015 Oct , 2015 Nov , 2015 Dec , 2016 Jan , 2016 Feb , 2016 Mar , 2016 Apr , 2016 May , 2016 Jun , 2016 Jul , 2016 Aug , 2016 Sep , 2016 Oct , 2016 Nov , 2016 Dec , 2017 Jan , 2017 Feb , 2017 Mar , 2017 Apr , 2017 May , 2017 Jun , 2017 Jul , 2017 Aug , 2017 Sep , 2017 Oct , 2017 Nov , 2017 Dec , 2018 Jan , 2018 Feb , 2018 Mar , 2018 Apr , 2018 May , 2018 Jun , 2018 Jul , 2018 Aug , 2018 Sep , 2018 Oct , 2018 Nov , 2018 Dec , 2019 Jan , 2019 Feb , 2019 Mar , 2019 Apr , 2019 May , 2019 Jun , 2019 Jul , 2019 Aug , 2019 Sep , 2019 Oct , 2019 Nov , 2019 Dec , 2020 Jan ,
 Total , 39.399 , 40.224 , 40.5 , 35.492 , 37.417 , 39.894 , 34.832 , 35.712 , 37.308 , 38.629 , 38.353 , 40.17 , 36.647 , 35.437 , 35.327 , 32.741 , 35.492 , 34.391 , 33.731 , 35.491 , 35.656 , 34.171 , 34.996 , 38.463 , 34.556 , 33.455 , 36.812 , 34.666 , 38.517 , 36.702 , 35.931 , 37.967 , 37.031 , 41.873 , 40.883 , 46.055 , 41.378 , 40.993 , 42.258 , 40.333 , 42.754 , 41.323 , 42.644 , 41.489 , 42.425 , 45.726 , 46.332 , 51.504 , 45.781 , 45.232 , 47.653 , 45.727 , 47.598 , 46.277 , 48.588 , 47.598 , 51.065 , 50.57 , 52 , 57.503 , 51.615 , 50.075 , 53.266 , 49.579 , 53.266 , 51.175 , 50.57 , 52.055 , 51.56 , 53.981 , 56.347 , 61.519 , 51.119 , 49.138 , 51.889 , 51.064 , 54.42 , 56.346 , 53.595 , 54.64 , 56.566 , 56.785 , 60.142 , 64.434 , 57.391 , 58.327 , 56.291 , 56.511 , 59.592 , 57.336 , 57.226 , 58.162 , 60.363 , 60.252 , 62.013 , 65.48 , 62.005 , 56.156 , 61.405 , 57.919 , 63 , 63.196 , 62.644 , 63.221 , 62.489 , 65.419 , 65.021 , 72.544 , 64.924 , 62.786 , 67.714 , 63.177 , 66.21 , 62.972 , 66.101 , 63.692 , 67.374 , 67.261 , 69.171 , 75.235 , 68.02 , 62.969 , 69.235 , 65.22 , 69.989 , 68.427 , 69.929 , 68.627 , 71.328 , 70.388 , 72.812 , 81.447 , 69.633 , 70.21 , 73.731 , 68.674 , 72.327 , 73.165 , 71.013 , 71.295 , 72.441 , 73.612 , 78.051 , 84.709 , 74.88 , 73.89 , 79.448 , 72.546 , 76.376 , 77.957 , 74.977 , 75.443 , 78.181 , 76.757 , 79 , 86.273 , 76.957 , 72.17 , 74.345 , 69.103 , 75.207 , 69.362 , 68.949 , 70.206 , 67.949 , 72.405 , 72.296 , 78.523 , 69.341 , 64.847 , 73.032 , 68.097 , 73.554 , 73.219 , 69.682 , 68.198 , 72.02 , 74.883 , 76.251 , 81.389 , 74.669 , 72.969 , 75.927 , 72.561 , 77.177 , 74.584 , 75.244 , 74.525 , 81.473 , 78.642 , 81.68 , 88.845 , 80.043 , 74.387 , 80.884 , 73.346 , 79.038 , 77.933 , 76.878 , 75.743 , 74.631 , 73.159 , 74.331 , 81.261 , 71.236 , 72.133 , 77.794 , 69.277 , 73.468 , 71.462 , 70.539 , 70.636 , 73.8 , 72.542 , 72.955 , 80.653 , 73.052 , 68.075 , 71.361 , 50.794 , 58.558 , 62.502 , 64.653 , 67.904 , 71.234 , 74.341 , 73.93 , 78.738 , 73.37 , 69.659 , 71.917 , 66.671 , 71.451 , 70.103 , 71.071 , 66.69 , 72.429 , 72.97 , 71.632 , 79.245 , 73.041 , 73.272 , 72.898 , 69.346 , 73.397 , 72.158 , 75.343 , 74.701 , 71.684 , 71.328 , 72.564 , 81.923 , 76.11 , 76.52 , 75.111 , 72.822 , 77.384 , 74.847 , 77.893 , 76.735 , 74.723 , 76.708 , 76.946 , 85.282 , 76.462 , 77.298 , 80.437 , 75.16 , 79.991 , 82.055 , 82.173 , 83.836 , 81.009 , 82.361 , 83.232 , 93.638 , 82.48 , 88.382 , 85.754 , 82.24 , 89.401 , 86.23 , 87.854 , 87.868 , 85.738 , 90.362 , 87.691 , 94.001 , 88.554 , 79.278 , 83.831 , 80.769 , 85.197 , 83.37 , 84.355 , 85.553 , 83.15 , 85.837 , 84.136 , 94.08 , 87.406 , 87.68 , 87.058 , 86.283 , 92.274 , 88.362 , 90.62 , 89.46 , 88.953 , 92.965 , 90.703 , 99.28 , 94.45 , 91.88 , 92.773 , 91.991 , 97.304 , 96.2 , 99.311 , 94.606 , 94.446 , 97.53 , 96.083 , 105.805 , 104.281 , 94.685 , 100.063 , 97.744 , 100.323 , 100.563 , 101.371 , 99.853 , 98.236 , 100.093 , 99.384 , 107.811 , 99.82 , 100.256 , 103.838 , 99.065 , 103.153 , 104.374 , 103.043 , 102.4 , 100.673 , 102.117 , 101.012 , 109.011 , 107.735 , 99.547 , 102.222 , 97.914 , 104.738 , 101 , 101.129 , 107.061 , 101.048 , 105.598 , 102.251 , 110.21 , 102.397 , 102.551 , 101.218 , 96.124 , 101.872 , 95.999 , 100.291 , 103.202 , 98.647 , 101.571 , 97.894 , 103.7 , 101.735 , 101.258 , 99.578 , 97.443 , 101.939 , 95.993 , 103.632 , 100.227 , 101.8 , 102.192 , 96.645 , 103.472 , 109.855 , 98.974 , 98.82 , 95.78 , 97.402 , 94.014 , 100.813 , 100.852 , 99.416 , 100.486 , 98.218 , 105.369 , 96.787 , 104.026 , 102.608 , 95.264 , 99.026 , 97.583 , 100.985 , 105.118 , 100.659 , 101.563 , 101.273 , 110.059 , 103.571 , 103.01 , 104.23 , 98.928 , 101.103 , 103.006 , 104.567 , 109.229 , 105.176 , 106.117 , 106.802 , 112.875 , 112.958 ,
     Restaurants , 45.452 , 48.269 , 44.349 , 38.223 , 40.489 , 43.613 , 35.956 , 36.814 , 41.408 , 43.552 , 42.388 , 42.817 , 43.368 , 43.491 , 37.182 , 34.793 , 39.142 , 36.018 , 35.712 , 38.652 , 40.98 , 36.814 , 37.795 , 40.797 , 37.795 , 37.305 , 39.817 , 36.814 , 42.512 , 38.53 , 38.775 , 40.919 , 40.429 , 47.903 , 45.452 , 52.069 , 46.433 , 47.352 , 46.495 , 44.412 , 46.801 , 45.086 , 47.414 , 45.76 , 47.904 , 52.07 , 52.927 , 58.44 , 52.375 , 53.171 , 53.539 , 51.885 , 53.724 , 50.783 , 53.907 , 52.866 , 58.931 , 57.399 , 59.359 , 65.424 , 58.625 , 58.992 , 60.585 , 55.011 , 59.972 , 55.439 , 55.01 , 57.829 , 58.196 , 61.627 , 64.384 , 70.326 , 56.787 , 55.807 , 56.787 , 56.481 , 60.218 , 61.443 , 58.992 , 59.422 , 64.199 , 64.016 , 68.427 , 72.531 , 64.506 , 67.078 , 61.381 , 62.3 , 66.343 , 61.565 , 62.483 , 64.015 , 68.426 , 66.894 , 70.386 , 74.981 , 69.467 , 63.779 , 67.476 , 61.531 , 70.341 , 68.743 , 66.839 , 67.247 , 70.756 , 74.927 , 71.862 , 85.086 , 73.522 , 74.472 , 74.752 , 69.272 , 74.36 , 67.147 , 71.9 , 69.608 , 81.069 , 76.317 , 79.727 , 87.666 , 76.26 , 73.186 , 78.665 , 69.44 , 78.609 , 75.366 , 75.646 , 74.137 , 84.145 , 79.504 , 84.256 , 95.941 , 78.553 , 81.181 , 84.312 , 74.137 , 78.274 , 79.783 , 75.87 , 74.584 , 80.734 , 80.678 , 87.498 , 96.389 , 79.195 , 81.935 , 83.166 , 72.483 , 79.753 , 81.152 , 76.007 , 75.671 , 86.41 , 82.606 , 87.584 , 96.868 , 82.662 , 79.139 , 75.056 , 66.838 , 76.56 , 66.044 , 67.703 , 67.868 , 68.704 , 75.771 , 74.176 , 82.428 , 67.097 , 66.379 , 76.101 , 68.324 , 78.135 , 77.506 , 70.062 , 65.782 , 76.745 , 79.096 , 80.981 , 90.329 , 77.067 , 78.75 , 80.809 , 72.945 , 79.315 , 77.712 , 77.236 , 76.075 , 91.169 , 83.436 , 91.533 , 99.273 , 84.577 , 80.908 , 84.431 , 70.633 , 82.165 , 81.131 , 78.782 , 75.576 , 78.692 , 76.269 , 79.63 , 88.257 , 71.983 , 78.751 , 81.95 , 69.862 , 74.155 , 74.749 , 70.944 , 69.583 , 82.235 , 76.615 , 78.798 , 87.904 , 73.471 , 70.004 , 72.235 , 44.15 , 57.883 , 65.268 , 67.534 , 69.52 , 80.55 , 83.063 , 84.466 , 90.08 , 78.749 , 77.345 , 74.049 , 66.799 , 75.414 , 73.454 , 76.737 , 69.543 , 78.533 , 81.844 , 78.025 , 90.024 , 80.251 , 93.246 , 77.218 , 71.156 , 78.499 , 77.394 , 84.298 , 82.039 , 81.631 , 81.985 , 79.551 , 94.583 , 85.556 , 100.634 , 84.874 , 81.019 , 88.987 , 83.281 , 85.891 , 83.513 , 84.842 , 88.88 , 87.693 , 101.235 , 84.137 , 97.804 , 91.551 , 78.675 , 86.346 , 89.92 , 90.217 , 90.338 , 90.949 , 87.545 , 90.448 , 106.73 , 91.549 , 113.189 , 91.882 , 86.812 , 98.785 , 92.454 , 92.022 , 93.275 , 95.529 , 97.162 , 94.908 , 107.647 , 105.182 , 94.614 , 93.904 , 89.393 , 98.027 , 95.082 , 95.132 , 97.332 , 93.999 , 95.515 , 90.797 , 112.268 , 104.236 , 110.608 , 97.492 , 96.591 , 107.688 , 98.027 , 101.248 , 102.301 , 100.806 , 106.912 , 103.52 , 115.006 , 110.206 , 116.434 , 100.553 , 100.041 , 110.705 , 106.486 , 109.188 , 105.793 , 103.28 , 109.4 , 107.29 , 122.391 , 124.719 , 109.834 , 110.815 , 108.31 , 111.973 , 111.839 , 112.288 , 109.595 , 106.616 , 109.984 , 111.637 , 124.567 , 112.913 , 124.697 , 119.021 , 112.327 , 117.519 , 118.872 , 115.261 , 112.113 , 110.957 , 113.84 , 113.353 , 126.478 , 125.439 , 117.929 , 111.432 , 107.087 , 119.595 , 110.996 , 111.677 , 117.687 , 112.153 , 119.599 , 114.908 , 126.219 , 112.47 , 125.511 , 112.594 , 102.707 , 112.214 , 101.627 , 108.872 , 110.208 , 104.469 , 112.293 , 108.469 , 115.172 , 108.919 , 117.076 , 100.636 , 101.753 , 107.261 , 97.789 , 108.475 , 100.017 , 104.757 , 106.759 , 95.707 , 106.387 , 118.433 , 106.034 , 94.875 , 95.48 , 98.539 , 91.875 , 97.527 , 96.363 , 95.623 , 101.719 , 95.028 , 108.503 , 94.183 , 113.963 , 99.634 , 92.289 , 98.208 , 97.063 , 97.05 , 101.583 , 99.739 , 98.666 , 98.481 , 113.816 , 101.658 , 111.12 , 98.418 , 93.764 , 100.79 , 102.885 , 100.556 , 106.474 , 103.084 , 104.639 , 105.148 , 115.998 , 118.313 ,
     Fast Food Outlets , 14.994 , 16.466 , 17.662 , 15.148 , 15.73 , 18.399 , 15.271 , 16.283 , 15.699 , 14.105 , 16.098 , 19.257 , 14.044 , 14.995 , 17.448 , 13.952 , 17.295 , 18.613 , 16.129 , 18.797 , 15.24 , 15.608 , 16.896 , 19.808 , 16.16 , 13.982 , 17.692 , 16.711 , 18.367 , 19.134 , 16.589 , 20.024 , 17.969 , 18.981 , 20.698 , 24.102 , 20.024 , 21.004 , 22.2 , 21.403 , 22.998 , 21.495 , 22.415 , 21.066 , 20.238 , 22.384 , 22.844 , 28.332 , 22.966 , 23.365 , 25.143 , 22.383 , 23.733 , 24.929 , 26.094 , 25.082 , 24.714 , 24.745 , 26.095 , 31.43 , 27.168 , 23.519 , 28.915 , 27.29 , 28.885 , 31.216 , 28.578 , 29.406 , 27.628 , 28.18 , 30.112 , 34.864 , 26.401 , 27.26 , 30.694 , 28.609 , 30.296 , 35.324 , 29.59 , 31.767 , 29.743 , 29.652 , 32.32 , 36.337 , 29.683 , 34.067 , 32.779 , 32.289 , 35.448 , 36.306 , 32.841 , 34.282 , 33.363 , 34.374 , 36.674 , 39.74 , 38.856 , 32.369 , 37.263 , 34.57 , 38.19 , 41.385 , 39 , 42.642 , 37.884 , 39.054 , 40.062 , 45.66 , 39.143 , 40.285 , 44.559 , 41.208 , 44.886 , 44.114 , 44.652 , 43.301 , 42.059 , 44.804 , 46.229 , 50.611 , 45.593 , 40.177 , 46.572 , 46.466 , 48.3 , 48.37 , 49.803 , 48.999 , 47.919 , 48.912 , 49.522 , 57.058 , 45.963 , 48.25 , 50.176 , 48.044 , 52.543 , 52.584 , 50.759 , 52.267 , 51.504 , 52.2 , 55.607 , 61.077 , 49.822 , 51.38 , 59.342 , 54.059 , 56.538 , 58.995 , 56.726 , 58.347 , 54.064 , 55.269 , 56.225 , 61.127 , 56.48 , 50.888 , 58.405 , 53.255 , 56.564 , 57.101 , 53.64 , 56.932 , 50.432 , 54.545 , 56.349 , 60.449 , 56.25 , 52.205 , 62.912 , 57.322 , 64.522 , 60.897 , 58.819 , 59.29 , 56.814 , 57.162 , 60.888 , 63.91 , 66.386 , 58.993 , 59.317 , 60.883 , 66.019 , 61.04 , 61.998 , 60.32 , 61.777 , 61.285 , 60.452 , 74.093 , 66.337 , 54.598 , 65 , 62.594 , 66.432 , 63.192 , 62.964 , 61.895 , 57.863 , 57.797 , 58.513 , 65.37 , 56.256 , 56.842 , 63.952 , 59.147 , 62.375 , 57.037 , 55.458 , 60.802 , 52.853 , 54.891 , 58.819 , 65.966 , 59.947 , 56.748 , 61.094 , 50.807 , 60.07 , 60.94 , 55.225 , 61.69 , 55.061 , 55.699 , 56.678 , 62.445 , 63.035 , 55.175 , 58.392 , 56.146 , 61.726 , 59.951 , 58.717 , 59.047 , 57.458 , 55.989 , 54.481 , 62.88 , 58.769 , 56.688 , 61.697 , 54.148 , 58.646 , 55.83 , 57.646 , 58.966 , 57.665 , 56.229 , 59.926 , 63.69 , 61.898 , 51.362 , 60.182 , 59.697 , 64.544 , 60.287 , 63.421 , 60.014 , 58.048 , 59.872 , 60.467 , 66.548 , 60.505 , 60.516 , 66.483 , 60.234 , 64.87 , 65.342 , 64.604 , 62.835 , 59.691 , 64.341 , 64.004 , 70.296 , 63.299 , 64.174 , 67.72 , 64.382 , 71.873 , 68.671 , 70.155 , 72.681 , 64.87 , 76.138 , 73.02 , 75.426 , 73.856 , 61.823 , 72.812 , 68.533 , 75.355 , 73.228 , 72.605 , 77.217 , 68.605 , 75.813 , 77.326 , 80.277 , 75.62 , 72.821 , 77.199 , 75.789 , 82.835 , 77.951 , 81.557 , 76.211 , 77.105 , 81.675 , 79.309 , 85.963 , 80.029 , 76.291 , 83.762 , 84.776 , 92.149 , 87.331 , 91.276 , 82.49 , 86.75 , 90.961 , 86.921 , 94.098 , 92.657 , 79.071 , 89.798 , 87.589 , 90.965 , 90.444 , 87.631 , 87.834 , 86.604 , 91.562 , 87.585 , 93.674 , 89.534 , 83.919 , 92.408 , 86.863 , 91.601 , 95.976 , 87.488 , 92.775 , 89.752 , 92.449 , 92.233 , 94.6 , 95.037 , 82.84 , 94.791 , 89.89 , 96.018 , 94.642 , 87.466 , 93.29 , 89.851 , 94.878 , 92.652 , 96.231 , 93.28 , 87.115 , 92.475 , 90.239 , 95.426 , 90.98 , 87.468 , 99.439 , 94.777 , 96.601 , 92.219 , 98.799 , 95.343 , 89.369 , 93.606 , 91.611 , 96.202 , 85.643 , 101.476 , 100.348 , 97.199 , 99.128 , 98.487 , 102.451 , 102.317 , 83.559 , 96.743 , 95.884 , 96.965 , 98.066 , 107.951 , 104.725 , 98.417 , 104.491 , 102.56 , 108.324 , 99.593 , 100.097 , 112.362 , 101.268 , 107.087 , 105.386 , 111.197 , 114.065 , 104.249 , 107.835 , 107.151 , 114.741 , 108.737 , 104.751 , 117.677 , 109.808 , 108.486 , 115.787 , 118.061 , 125.327 , 117.051 , 117.155 , 120.316 , 123.624 , 126.61 ,
     Food Caterers , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , 78.498 , 72.199 , 80.758 , 72.767 , 79.265 , 82.221 , 78.553 , 74.457 , 75.811 , 72.486 , 79.904 , 82.465 , 79.734 , 71.424 , 74.193 , 73.808 , 79.871 , 75.824 , 82.997 , 79.077 , 79.32 , 77.087 , 79.437 , 83.823 , 80.315 , 75.189 , 78.036 , 75.203 , 78.268 , 84.507 , 81.81 , 87.975 , 84.973 , 88.258 , 85.891 , 88.464 , 83.6 , 83.634 , 91.643 , 85.792 , 87.313 , 87.317 , 89.203 , 90.547 , 82.609 , 86.013 , 86.186 , 89.112 , 86.357 , 71.451 , 75.896 , 73.317 , 70.933 , 72.951 , 71.116 , 76.351 , 72.597 , 78.911 , 81.613 , 83.533 , 80.411 , 82.162 , 82.639 , 78.771 , 82.698 , 82.526 , 83.441 , 87.616 , 82.265 , 84.407 , 88.849 , 94.412 , 89.125 , 89.968 , 90.925 , 89.714 , 88.343 , 90.036 , 92.424 , 90.623 , 90.743 , 89.287 , 96.434 , 101.122 , 104.695 , 91.903 , 99.917 , 96.064 , 96.227 , 100.076 , 98.831 , 98.987 , 99.016 , 97.599 , 103.137 , 104.282 , 100.848 , 102.354 , 103.358 , 94.569 , 99.077 , 103.547 , 102.583 , 102.758 , 102.408 , 103.365 , 105.334 , 107.991 , 107.094 , 102.614 , 96.59 , 90.63 , 92.997 , 94.693 , 98.297 , 117.43 , 95.479 , 93.855 , 97.198 , 101.911 , 99.772 , 104.606 , 95.147 , 92.598 , 96.967 , 93.424 , 99.243 , 105.621 , 97 , 93.78 , 94.843 , 100.298 , 102.118 , 101.041 , 94.31 , 88.888 , 93.235 , 91.463 , 99.435 , 105.886 , 95.653 , 99.192 , 101.92 , 105.179 , 120.804 , 104.251 , 94.582 , 85.165 , 88.996 , 89.568 , 98.684 , 105.368 , 110.406 , 94.188 , 103.844 , 104.145 , 94.642 , 114.623 , 100.263 , 86.64 , 94.811 , 94.192 , 98.603 , 106.284 , 100.632 , 99.457 , 102.801 , 111.054 , 105.493 , 106.352 , 100.569 , 91.973 , 93.679 , 100.094 , 103.54 , 110.245 , 100.118 , 97.997 , 103.828 , 107.893 , 113.964 ,
