month,level_1,level_2,value
2000-02,Total,Other Eating Places,74
2000-03,Total,Restaurants,69.5
2000-03,Total,Fast Food Outlets,64.3
2000-03,Total,Food Caterers,na
2000-03,Total,Other Eating Places,79.2
2000-04,Total,Restaurants,62.8
2000-04,Total,Fast Food Outlets,66
2000-04,Total,Food Caterers,na
2000-04,Total,Other Eating Places,78.4
2000-05,Total,Restaurants,68.2
2000-05,Total,Fast Food Outlets,71.5
2000-05,Total,Food Caterers,na
2000-05,Total,Other Eating Places,80.9
2000-06,Total,Restaurants,66.9
2000-06,Total,Fast Food Outlets,66.1
2000-06,Total,Food Caterers,na
2000-06,Total,Other Eating Places,78.3
2000-07,Total,Restaurants,66.5
2000-07,Total,Fast Food Outlets,67.2
2000-07,Total,Food Caterers,na
2000-07,Total,Other Eating Places,80.1
2000-08,Total,Restaurants,65.5
2000-08,Total,Fast Food Outlets,65.4
2000-08,Total,Food Caterers,na
2000-08,Total,Other Eating Places,80.3
2000-09,Total,Restaurants,78.4
2000-09,Total,Fast Food Outlets,66.9
2000-09,Total,Food Caterers,na
2000-09,Total,Other Eating Places,81
2000-10,Total,Restaurants,71.8
2000-10,Total,Fast Food Outlets,66.4
2000-10,Total,Food Caterers,na
2000-10,Total,Other Eating Places,82.4
2000-11,Total,Restaurants,78.8
2000-11,Total,Fast Food Outlets,65.5
2000-11,Total,Food Caterers,na
2000-11,Total,Other Eating Places,81.8
2000-12,Total,Restaurants,85.4
2000-12,Total,Fast Food Outlets,80.3
2000-12,Total,Food Caterers,na
2000-12,Total,Other Eating Places,85.4
2001-01,Total,Restaurants,72.8
2001-01,Total,Fast Food Outlets,71.9
2001-01,Total,Food Caterers,na
2001-01,Total,Other Eating Places,82.4
2001-02,Total,Restaurants,69.6
2001-02,Total,Fast Food Outlets,59.2
2001-02,Total,Food Caterers,na
2001-02,Total,Other Eating Places,77.3
2001-03,Total,Restaurants,72.6
2001-03,Total,Fast Food Outlets,70.4
2001-03,Total,Food Caterers,na
2001-03,Total,Other Eating Places,85.3
2001-04,Total,Restaurants,60.8
2001-04,Total,Fast Food Outlets,67.8
2001-04,Total,Food Caterers,na
2001-04,Total,Other Eating Places,82.1
2001-05,Total,Restaurants,70.7
2001-05,Total,Fast Food Outlets,72
2001-05,Total,Food Caterers,na
2001-05,Total,Other Eating Places,82.4
2001-06,Total,Restaurants,69.8
2001-06,Total,Fast Food Outlets,68.5
2001-06,Total,Food Caterers,na
2001-06,Total,Other Eating Places,82.2
2001-07,Total,Restaurants,67.8
2001-07,Total,Fast Food Outlets,68.2
2001-07,Total,Food Caterers,na
2001-07,Total,Other Eating Places,82.1
2001-08,Total,Restaurants,65
2001-08,Total,Fast Food Outlets,67.1
2001-08,Total,Food Caterers,na
2001-08,Total,Other Eating Places,83.2
2001-09,Total,Restaurants,67.7
2001-09,Total,Fast Food Outlets,62.7
2001-09,Total,Food Caterers,na
2001-09,Total,Other Eating Places,78.8
2001-10,Total,Restaurants,65.6
2001-10,Total,Fast Food Outlets,62.6
2001-10,Total,Food Caterers,na
2001-10,Total,Other Eating Places,77.7
2001-11,Total,Restaurants,68.5
2001-11,Total,Fast Food Outlets,63.4
2001-11,Total,Food Caterers,na
2001-11,Total,Other Eating Places,76.8
2001-12,Total,Restaurants,75.9
2001-12,Total,Fast Food Outlets,70.8
2001-12,Total,Food Caterers,na
2001-12,Total,Other Eating Places,82
2002-01,Total,Restaurants,61.9
2002-01,Total,Fast Food Outlets,60.9
2002-01,Total,Food Caterers,na
2002-01,Total,Other Eating Places,78.2
2002-02,Total,Restaurants,67.8
2002-02,Total,Fast Food Outlets,61.6
2002-02,Total,Food Caterers,na
2002-02,Total,Other Eating Places,72.9
2002-03,Total,Restaurants,70.5
2002-03,Total,Fast Food Outlets,69.3
2002-03,Total,Food Caterers,na
2002-03,Total,Other Eating Places,80.6
2002-04,Total,Restaurants,60.1
2002-04,Total,Fast Food Outlets,64.1
2002-04,Total,Food Caterers,na
2002-04,Total,Other Eating Places,74.1
2002-05,Total,Restaurants,63.8
2002-05,Total,Fast Food Outlets,67.6
2002-05,Total,Food Caterers,na
2002-05,Total,Other Eating Places,78.7
2002-06,Total,Restaurants,64.3
2002-06,Total,Fast Food Outlets,61.8
2002-06,Total,Food Caterers,na
2002-06,Total,Other Eating Places,75.4
2002-07,Total,Restaurants,61
2002-07,Total,Fast Food Outlets,60.1
2002-07,Total,Food Caterers,na
2002-07,Total,Other Eating Places,77.9
2002-08,Total,Restaurants,59.9
2002-08,Total,Fast Food Outlets,65.9
2002-08,Total,Food Caterers,na
2002-08,Total,Other Eating Places,77.1
2002-09,Total,Restaurants,70.8
2002-09,Total,Fast Food Outlets,57.3
2002-09,Total,Food Caterers,na
2002-09,Total,Other Eating Places,75.2
2002-10,Total,Restaurants,65.9
2002-10,Total,Fast Food Outlets,59.5
2002-10,Total,Food Caterers,na
2002-10,Total,Other Eating Places,77.1
2002-11,Total,Restaurants,67.8
2002-11,Total,Fast Food Outlets,63.7
2002-11,Total,Food Caterers,na
2002-11,Total,Other Eating Places,74
2002-12,Total,Restaurants,75.6
2002-12,Total,Fast Food Outlets,71.5
2002-12,Total,Food Caterers,na
2002-12,Total,Other Eating Places,80.5
2003-01,Total,Restaurants,63.2
2003-01,Total,Fast Food Outlets,64.9
2003-01,Total,Food Caterers,na
2003-01,Total,Other Eating Places,79.5
2003-02,Total,Restaurants,60.2
2003-02,Total,Fast Food Outlets,61.5
2003-02,Total,Food Caterers,na
2003-02,Total,Other Eating Places,72
2003-03,Total,Restaurants,62.1
2003-03,Total,Fast Food Outlets,66.2
2003-03,Total,Food Caterers,na
2003-03,Total,Other Eating Places,76
2003-04,Total,Restaurants,38
2003-04,Total,Fast Food Outlets,55
2003-04,Total,Food Caterers,na
2003-04,Total,Other Eating Places,58.6
2003-05,Total,Restaurants,49.8
2003-05,Total,Fast Food Outlets,65.1
2003-05,Total,Food Caterers,na
2003-05,Total,Other Eating Places,59.3
2003-06,Total,Restaurants,56.2
2003-06,Total,Fast Food Outlets,66
2003-06,Total,Food Caterers,na
2003-06,Total,Other Eating Places,61
2003-07,Total,Restaurants,58.1
2003-07,Total,Fast Food Outlets,59.8
2003-07,Total,Food Caterers,na
2003-07,Total,Other Eating Places,66.6
2003-08,Total,Restaurants,59.8
2003-08,Total,Fast Food Outlets,66.8
2003-08,Total,Food Caterers,na
2003-08,Total,Other Eating Places,69.8
2003-09,Total,Restaurants,69.3
2003-09,Total,Fast Food Outlets,59.7
2003-09,Total,Food Caterers,na
2003-09,Total,Other Eating Places,69.4
2003-10,Total,Restaurants,71.5
2003-10,Total,Fast Food Outlets,60.3
2003-10,Total,Food Caterers,na
2003-10,Total,Other Eating Places,74.4
2003-11,Total,Restaurants,72.7
2003-11,Total,Fast Food Outlets,61.4
2003-11,Total,Food Caterers,na
2003-11,Total,Other Eating Places,71.3
2003-12,Total,Restaurants,77.5
2003-12,Total,Fast Food Outlets,67.7
2003-12,Total,Food Caterers,na
2003-12,Total,Other Eating Places,74.9
2004-01,Total,Restaurants,67.8
2004-01,Total,Fast Food Outlets,68.3
2004-01,Total,Food Caterers,na
2004-01,Total,Other Eating Places,73.2
2004-02,Total,Restaurants,66.5
2004-02,Total,Fast Food Outlets,59.8
2004-02,Total,Food Caterers,na
2004-02,Total,Other Eating Places,68.8
2004-03,Total,Restaurants,63.7
2004-03,Total,Fast Food Outlets,63.3
2004-03,Total,Food Caterers,na
2004-03,Total,Other Eating Places,76.7
2004-04,Total,Restaurants,57.5
2004-04,Total,Fast Food Outlets,60.8
2004-04,Total,Food Caterers,na
2004-04,Total,Other Eating Places,72.2
2004-05,Total,Restaurants,64.9
2004-05,Total,Fast Food Outlets,66.9
2004-05,Total,Food Caterers,na
2004-05,Total,Other Eating Places,72.5
2004-06,Total,Restaurants,63.2
2004-06,Total,Fast Food Outlets,65
2004-06,Total,Food Caterers,na
2004-06,Total,Other Eating Places,72
2004-07,Total,Restaurants,66
2004-07,Total,Fast Food Outlets,63.6
2004-07,Total,Food Caterers,na
2004-07,Total,Other Eating Places,71.5
2004-08,Total,Restaurants,59.8
2004-08,Total,Fast Food Outlets,64
2004-08,Total,Food Caterers,na
2004-08,Total,Other Eating Places,67.9
2004-09,Total,Restaurants,67.6
2004-09,Total,Fast Food Outlets,62.3
2004-09,Total,Food Caterers,na
2004-09,Total,Other Eating Places,73.6
2004-10,Total,Restaurants,70.4
2004-10,Total,Fast Food Outlets,60.7
2004-10,Total,Food Caterers,na
2004-10,Total,Other Eating Places,72
2004-11,Total,Restaurants,67.1
2004-11,Total,Fast Food Outlets,59
2004-11,Total,Food Caterers,na
2004-11,Total,Other Eating Places,73.5
2004-12,Total,Restaurants,77.5
2004-12,Total,Fast Food Outlets,68.1
2004-12,Total,Food Caterers,na
2004-12,Total,Other Eating Places,76
2005-01,Total,Restaurants,69
2005-01,Total,Fast Food Outlets,63.7
2005-01,Total,Food Caterers,79.2
2005-01,Total,Other Eating Places,71.8
2005-02,Total,Restaurants,80.2
2005-02,Total,Fast Food Outlets,61.4
2005-02,Total,Food Caterers,72.9
2005-02,Total,Other Eating Places,64.3
2005-03,Total,Restaurants,66.4
2005-03,Total,Fast Food Outlets,66.8
2005-03,Total,Food Caterers,81.5
2005-03,Total,Other Eating Places,71.9
2005-04,Total,Restaurants,61.2
2005-04,Total,Fast Food Outlets,58.7
2005-04,Total,Food Caterers,73.5
2005-04,Total,Other Eating Places,74.2
2005-05,Total,Restaurants,67.5
2005-05,Total,Fast Food Outlets,63.5
2005-05,Total,Food Caterers,80
2005-05,Total,Other Eating Places,74.2
2005-06,Total,Restaurants,66.6
2005-06,Total,Fast Food Outlets,60.5
2005-06,Total,Food Caterers,83
2005-06,Total,Other Eating Places,71.9
2005-07,Total,Restaurants,72.5
2005-07,Total,Fast Food Outlets,62.5
2005-07,Total,Food Caterers,79.3
2005-07,Total,Other Eating Places,75.1
2005-08,Total,Restaurants,70.6
2005-08,Total,Fast Food Outlets,63.9
2005-08,Total,Food Caterers,75.2
2005-08,Total,Other Eating Places,76.3
2005-09,Total,Restaurants,70.2
2005-09,Total,Fast Food Outlets,62.5
2005-09,Total,Food Caterers,76.5
2005-09,Total,Other Eating Places,68.4
2005-10,Total,Restaurants,70.5
2005-10,Total,Fast Food Outlets,60.9
2005-10,Total,Food Caterers,73.2
2005-10,Total,Other Eating Places,69.1
2005-11,Total,Restaurants,68.4
2005-11,Total,Fast Food Outlets,64.9
2005-11,Total,Food Caterers,80.7
2005-11,Total,Other Eating Places,70.1
2005-12,Total,Restaurants,81.4
2005-12,Total,Fast Food Outlets,69
2005-12,Total,Food Caterers,83.2
2005-12,Total,Other Eating Places,79.7
2006-01,Total,Restaurants,73.6
2006-01,Total,Fast Food Outlets,67.1
2006-01,Total,Food Caterers,80.5
2006-01,Total,Other Eating Places,73.6
2006-02,Total,Restaurants,86.6
2006-02,Total,Fast Food Outlets,55.6
2006-02,Total,Food Caterers,72.1
2006-02,Total,Other Eating Places,69.5
2006-03,Total,Restaurants,73
2006-03,Total,Fast Food Outlets,65.2
2006-03,Total,Food Caterers,74.9
2006-03,Total,Other Eating Places,74.4
2006-04,Total,Restaurants,69.7
2006-04,Total,Fast Food Outlets,64.7
2006-04,Total,Food Caterers,74.5
2006-04,Total,Other Eating Places,71.9
2006-05,Total,Restaurants,76.6
2006-05,Total,Fast Food Outlets,69.9
2006-05,Total,Food Caterers,80.6
2006-05,Total,Other Eating Places,72.8
2006-06,Total,Restaurants,71.7
2006-06,Total,Fast Food Outlets,65.3
2006-06,Total,Food Caterers,76.5
2006-06,Total,Other Eating Places,74.4
2006-07,Total,Restaurants,73.9
2006-07,Total,Fast Food Outlets,68.7
2006-07,Total,Food Caterers,83.8
2006-07,Total,Other Eating Places,76.3
2006-08,Total,Restaurants,71.9
2006-08,Total,Fast Food Outlets,65
2006-08,Total,Food Caterers,79.8
2006-08,Total,Other Eating Places,78.3
2006-09,Total,Restaurants,73
2006-09,Total,Fast Food Outlets,62.9
2006-09,Total,Food Caterers,80.1
2006-09,Total,Other Eating Places,72.4
2006-10,Total,Restaurants,76.5
2006-10,Total,Fast Food Outlets,64.9
2006-10,Total,Food Caterers,77.8
2006-10,Total,Other Eating Places,74.3
2006-11,Total,Restaurants,75.5
2006-11,Total,Fast Food Outlets,65.5
2006-11,Total,Food Caterers,80.2
2006-11,Total,Other Eating Places,74.8
2006-12,Total,Restaurants,87.1
2006-12,Total,Fast Food Outlets,72.1
2006-12,Total,Food Caterers,84.6
2006-12,Total,Other Eating Places,81.2
2007-01,Total,Restaurants,72.4
2007-01,Total,Fast Food Outlets,65.6
2007-01,Total,Food Caterers,81.1
2007-01,Total,Other Eating Places,76.3
2007-02,Total,Restaurants,84.1
2007-02,Total,Fast Food Outlets,65.6
2007-02,Total,Food Caterers,75.9
2007-02,Total,Other Eating Places,68.4
2007-03,Total,Restaurants,78.8
2007-03,Total,Fast Food Outlets,72
2007-03,Total,Food Caterers,78.8
2007-03,Total,Other Eating Places,78.7
2007-04,Total,Restaurants,67.7
2007-04,Total,Fast Food Outlets,65.3
2007-04,Total,Food Caterers,75.9
2007-04,Total,Other Eating Places,79.7
2007-05,Total,Restaurants,74.3
2007-05,Total,Fast Food Outlets,70.3
2007-05,Total,Food Caterers,79
2007-05,Total,Other Eating Places,82.8
2007-06,Total,Restaurants,77.4
2007-06,Total,Fast Food Outlets,70.8
2007-06,Total,Food Caterers,85.3
2007-06,Total,Other Eating Places,82.7
2007-07,Total,Restaurants,77.6
2007-07,Total,Fast Food Outlets,70
2007-07,Total,Food Caterers,82.6
2007-07,Total,Other Eating Places,84.1
2007-08,Total,Restaurants,77.7
2007-08,Total,Fast Food Outlets,68.1
2007-08,Total,Food Caterers,88.8
2007-08,Total,Other Eating Places,87.1
2007-09,Total,Restaurants,78.3
2007-09,Total,Fast Food Outlets,64.7
2007-09,Total,Food Caterers,85.8
2007-09,Total,Other Eating Places,81.4
2007-10,Total,Restaurants,75.3
2007-10,Total,Fast Food Outlets,69.7
2007-10,Total,Food Caterers,89.1
2007-10,Total,Other Eating Places,84.6
2007-11,Total,Restaurants,77.8
2007-11,Total,Fast Food Outlets,69.3
2007-11,Total,Food Caterers,86.7
2007-11,Total,Other Eating Places,85.5
2007-12,Total,Restaurants,91.8
2007-12,Total,Fast Food Outlets,76.2
2007-12,Total,Food Caterers,89.3
2007-12,Total,Other Eating Places,95.8
2008-01,Total,Restaurants,78.8
2008-01,Total,Fast Food Outlets,68.6
2008-01,Total,Food Caterers,84.4
2008-01,Total,Other Eating Places,83.7
2008-02,Total,Restaurants,97.4
2008-02,Total,Fast Food Outlets,69.5
2008-02,Total,Food Caterers,84.4
2008-02,Total,Other Eating Places,80.3
2008-03,Total,Restaurants,79.1
2008-03,Total,Fast Food Outlets,73.4
2008-03,Total,Food Caterers,92.5
2008-03,Total,Other Eating Places,87.2
2008-04,Total,Restaurants,74.7
2008-04,Total,Fast Food Outlets,69.8
2008-04,Total,Food Caterers,86.6
2008-04,Total,Other Eating Places,85.9
2008-05,Total,Restaurants,85
2008-05,Total,Fast Food Outlets,77.9
2008-05,Total,Food Caterers,88.1
2008-05,Total,Other Eating Places,90.9
2008-06,Total,Restaurants,79.5
2008-06,Total,Fast Food Outlets,74.4
2008-06,Total,Food Caterers,88.1
2008-06,Total,Other Eating Places,89.3
2008-07,Total,Restaurants,79.2
2008-07,Total,Fast Food Outlets,76
2008-07,Total,Food Caterers,90
2008-07,Total,Other Eating Places,92.7
2008-08,Total,Restaurants,80.3
2008-08,Total,Fast Food Outlets,78.7
2008-08,Total,Food Caterers,91.4
2008-08,Total,Other Eating Places,89.9
2008-09,Total,Restaurants,82.2
2008-09,Total,Fast Food Outlets,70.3
2008-09,Total,Food Caterers,83.4
2008-09,Total,Other Eating Places,88.8
2008-10,Total,Restaurants,83.6
2008-10,Total,Fast Food Outlets,82.5
2008-10,Total,Food Caterers,86.8
2008-10,Total,Other Eating Places,93.5
2008-11,Total,Restaurants,81.7
2008-11,Total,Fast Food Outlets,79.1
2008-11,Total,Food Caterers,87
2008-11,Total,Other Eating Places,89.5
2008-12,Total,Restaurants,92.6
2008-12,Total,Fast Food Outlets,81.7
2008-12,Total,Food Caterers,90
2008-12,Total,Other Eating Places,93.3
2009-01,Total,Restaurants,90.5
2009-01,Total,Fast Food Outlets,80
2009-01,Total,Food Caterers,87.2
2009-01,Total,Other Eating Places,82.2
2009-02,Total,Restaurants,81.4
2009-02,Total,Fast Food Outlets,67
2009-02,Total,Food Caterers,72.1
2009-02,Total,Other Eating Places,77.5
2009-03,Total,Restaurants,80.8
2009-03,Total,Fast Food Outlets,78.9
2009-03,Total,Food Caterers,76.6
2009-03,Total,Other Eating Places,83.8
2009-04,Total,Restaurants,76.9
2009-04,Total,Fast Food Outlets,74.3
2009-04,Total,Food Caterers,74
2009-04,Total,Other Eating Places,82.4
2009-05,Total,Restaurants,84.3
2009-05,Total,Fast Food Outlets,81.6
2009-05,Total,Food Caterers,71.6
2009-05,Total,Other Eating Places,84.6
2009-06,Total,Restaurants,81.8
2009-06,Total,Fast Food Outlets,79.3
2009-06,Total,Food Caterers,73.6
2009-06,Total,Other Eating Places,82.4
2009-07,Total,Restaurants,81.9
2009-07,Total,Fast Food Outlets,78.7
2009-07,Total,Food Caterers,71.8
2009-07,Total,Other Eating Places,86.1
2009-08,Total,Restaurants,83.7
2009-08,Total,Fast Food Outlets,83.7
2009-08,Total,Food Caterers,77.1
2009-08,Total,Other Eating Places,83.3
2009-09,Total,Restaurants,80.9
2009-09,Total,Fast Food Outlets,74.3
2009-09,Total,Food Caterers,73.3
2009-09,Total,Other Eating Places,85.1
2009-10,Total,Restaurants,82.2
2009-10,Total,Fast Food Outlets,82.1
2009-10,Total,Food Caterers,79.7
2009-10,Total,Other Eating Places,85.3
2009-11,Total,Restaurants,78.1
2009-11,Total,Fast Food Outlets,83.8
2009-11,Total,Food Caterers,82.4
2009-11,Total,Other Eating Places,83.1
2009-12,Total,Restaurants,96.6
2009-12,Total,Fast Food Outlets,87
2009-12,Total,Food Caterers,84.3
2009-12,Total,Other Eating Places,89.2
2010-01,Total,Restaurants,89.7
2010-01,Total,Fast Food Outlets,81.9
2010-01,Total,Food Caterers,81.2
2010-01,Total,Other Eating Places,81.3
2010-02,Total,Restaurants,95.2
2010-02,Total,Fast Food Outlets,78.9
2010-02,Total,Food Caterers,82.9
2010-02,Total,Other Eating Places,76.9
2010-03,Total,Restaurants,83.9
2010-03,Total,Fast Food Outlets,83.6
2010-03,Total,Food Caterers,83.4
2010-03,Total,Other Eating Places,85
2010-04,Total,Restaurants,83.1
2010-04,Total,Fast Food Outlets,82.1
2010-04,Total,Food Caterers,79.5
2010-04,Total,Other Eating Places,85.6
2010-05,Total,Restaurants,92.7
2010-05,Total,Fast Food Outlets,89.7
2010-05,Total,Food Caterers,83.5
2010-05,Total,Other Eating Places,87.4
2010-06,Total,Restaurants,84.3
2010-06,Total,Fast Food Outlets,84.5
2010-06,Total,Food Caterers,83.3
2010-06,Total,Other Eating Places,87.7
2010-07,Total,Restaurants,87.1
2010-07,Total,Fast Food Outlets,88.4
2010-07,Total,Food Caterers,84.2
2010-07,Total,Other Eating Places,89.1
2010-08,Total,Restaurants,88
2010-08,Total,Fast Food Outlets,82.6
2010-08,Total,Food Caterers,88.4
2010-08,Total,Other Eating Places,85.8
2010-09,Total,Restaurants,86.7
2010-09,Total,Fast Food Outlets,83.5
2010-09,Total,Food Caterers,83
2010-09,Total,Other Eating Places,87.2
2010-10,Total,Restaurants,92
2010-10,Total,Fast Food Outlets,88.5
2010-10,Total,Food Caterers,85.2
2010-10,Total,Other Eating Places,89.8
2010-11,Total,Restaurants,89.1
2010-11,Total,Fast Food Outlets,85.9
2010-11,Total,Food Caterers,89.7
2010-11,Total,Other Eating Places,86.4
2010-12,Total,Restaurants,98.9
2010-12,Total,Fast Food Outlets,93.1
2010-12,Total,Food Caterers,95.3
2010-12,Total,Other Eating Places,94.3
2011-01,Total,Restaurants,94.8
2011-01,Total,Fast Food Outlets,86.7
2011-01,Total,Food Caterers,90
2011-01,Total,Other Eating Places,89.9
2011-02,Total,Restaurants,100.2
2011-02,Total,Fast Food Outlets,82.7
2011-02,Total,Food Caterers,90.8
2011-02,Total,Other Eating Places,78.8
2011-03,Total,Restaurants,86.5
2011-03,Total,Fast Food Outlets,90.8
2011-03,Total,Food Caterers,91.8
2011-03,Total,Other Eating Places,92.1
2011-04,Total,Restaurants,86.1
2011-04,Total,Fast Food Outlets,91.8
2011-04,Total,Food Caterers,90.6
2011-04,Total,Other Eating Places,90.5
2011-05,Total,Restaurants,95.2
2011-05,Total,Fast Food Outlets,99.8
2011-05,Total,Food Caterers,89.2
2011-05,Total,Other Eating Places,92.6
2011-06,Total,Restaurants,91.6
2011-06,Total,Fast Food Outlets,94.6
2011-06,Total,Food Caterers,90.9
2011-06,Total,Other Eating Places,94.7
2011-07,Total,Restaurants,93.9
2011-07,Total,Fast Food Outlets,98.9
2011-07,Total,Food Caterers,93.3
2011-07,Total,Other Eating Places,98.2
2011-08,Total,Restaurants,91
2011-08,Total,Fast Food Outlets,89.4
2011-08,Total,Food Caterers,91.5
2011-08,Total,Other Eating Places,92.8
2011-09,Total,Restaurants,88.9
2011-09,Total,Fast Food Outlets,94
2011-09,Total,Food Caterers,91.6
2011-09,Total,Other Eating Places,93
2011-10,Total,Restaurants,94.1
2011-10,Total,Fast Food Outlets,98.6
2011-10,Total,Food Caterers,90.1
2011-10,Total,Other Eating Places,94.5
2011-11,Total,Restaurants,92.3
2011-11,Total,Fast Food Outlets,94.2
2011-11,Total,Food Caterers,97.3
2011-11,Total,Other Eating Places,91.8
2011-12,Total,Restaurants,105.3
2011-12,Total,Fast Food Outlets,101.9
2011-12,Total,Food Caterers,102.1
2011-12,Total,Other Eating Places,99.6
2012-01,Total,Restaurants,107.3
2012-01,Total,Fast Food Outlets,100.4
2012-01,Total,Food Caterers,105.7
2012-01,Total,Other Eating Places,93
2012-02,Total,Restaurants,94.5
2012-02,Total,Fast Food Outlets,85.7
2012-02,Total,Food Caterers,92.8
2012-02,Total,Other Eating Places,90.3
2012-03,Total,Restaurants,95.3
2012-03,Total,Fast Food Outlets,97.3
2012-03,Total,Food Caterers,100.9
2012-03,Total,Other Eating Places,96.8
2012-04,Total,Restaurants,93.2
2012-04,Total,Fast Food Outlets,94.9
2012-04,Total,Food Caterers,97
2012-04,Total,Other Eating Places,95.1
2012-05,Total,Restaurants,96.3
2012-05,Total,Fast Food Outlets,98.6
2012-05,Total,Food Caterers,97.1
2012-05,Total,Other Eating Places,97.2
2012-06,Total,Restaurants,96.2
2012-06,Total,Fast Food Outlets,98
2012-06,Total,Food Caterers,101
2012-06,Total,Other Eating Places,97
2012-07,Total,Restaurants,96.6
2012-07,Total,Fast Food Outlets,94.9
2012-07,Total,Food Caterers,99.8
2012-07,Total,Other Eating Places,100.1
2012-08,Total,Restaurants,94.3
2012-08,Total,Fast Food Outlets,95.2
2012-08,Total,Food Caterers,99.9
2012-08,Total,Other Eating Places,98.4
2012-09,Total,Restaurants,91.7
2012-09,Total,Fast Food Outlets,93.8
2012-09,Total,Food Caterers,100
2012-09,Total,Other Eating Places,97.3
2012-10,Total,Restaurants,94.6
2012-10,Total,Fast Food Outlets,99.2
2012-10,Total,Food Caterers,98.5
2012-10,Total,Other Eating Places,97.7
2012-11,Total,Restaurants,96.1
2012-11,Total,Fast Food Outlets,94.9
2012-11,Total,Food Caterers,104.1
2012-11,Total,Other Eating Places,94.2
2012-12,Total,Restaurants,107.2
2012-12,Total,Fast Food Outlets,101.5
2012-12,Total,Food Caterers,105.3
2012-12,Total,Other Eating Places,102
2013-01,Total,Restaurants,97.1
2013-01,Total,Fast Food Outlets,97
2013-01,Total,Food Caterers,101.8
2013-01,Total,Other Eating Places,94.2
2013-02,Total,Restaurants,107.3
2013-02,Total,Fast Food Outlets,90.9
2013-02,Total,Food Caterers,103.3
2013-02,Total,Other Eating Places,86.5
2013-03,Total,Restaurants,102.4
2013-03,Total,Fast Food Outlets,100.1
2013-03,Total,Food Caterers,104.3
2013-03,Total,Other Eating Places,97.3
2013-04,Total,Restaurants,96.6
2013-04,Total,Fast Food Outlets,94.1
2013-04,Total,Food Caterers,95.5
2013-04,Total,Other Eating Places,95.7
2013-05,Total,Restaurants,101.1
2013-05,Total,Fast Food Outlets,99.2
2013-05,Total,Food Caterers,100
2013-05,Total,Other Eating Places,98.5
2013-06,Total,Restaurants,102.3
2013-06,Total,Fast Food Outlets,104
2013-06,Total,Food Caterers,104.5
2013-06,Total,Other Eating Places,97.5
2013-07,Total,Restaurants,99.2
2013-07,Total,Fast Food Outlets,94.8
2013-07,Total,Food Caterers,103.6
2013-07,Total,Other Eating Places,100.7
2013-08,Total,Restaurants,96.5
2013-08,Total,Fast Food Outlets,100.5
2013-08,Total,Food Caterers,103.7
2013-08,Total,Other Eating Places,99.8
2013-09,Total,Restaurants,95.5
2013-09,Total,Fast Food Outlets,97.2
2013-09,Total,Food Caterers,103.4
2013-09,Total,Other Eating Places,97.5
2013-10,Total,Restaurants,97.9
2013-10,Total,Fast Food Outlets,100.2
2013-10,Total,Food Caterers,104.3
2013-10,Total,Other Eating Places,97.4
2013-11,Total,Restaurants,97.5
2013-11,Total,Fast Food Outlets,99.9
2013-11,Total,Food Caterers,106.3
2013-11,Total,Other Eating Places,94.4
2013-12,Total,Restaurants,108.8
2013-12,Total,Fast Food Outlets,102.5
2013-12,Total,Food Caterers,109
2013-12,Total,Other Eating Places,101.9
2014-01,Total,Restaurants,107.9
2014-01,Total,Fast Food Outlets,103
2014-01,Total,Food Caterers,108.1
2014-01,Total,Other Eating Places,99.2
2014-02,Total,Restaurants,101.5
2014-02,Total,Fast Food Outlets,89.8
2014-02,Total,Food Caterers,103.6
2014-02,Total,Other Eating Places,90.2
2014-03,Total,Restaurants,95.9
2014-03,Total,Fast Food Outlets,102.7
2014-03,Total,Food Caterers,97.5
2014-03,Total,Other Eating Places,101.5
2014-04,Total,Restaurants,92.1
2014-04,Total,Fast Food Outlets,97.4
2014-04,Total,Food Caterers,91.5
2014-04,Total,Other Eating Places,97.8
2014-05,Total,Restaurants,102.9
2014-05,Total,Fast Food Outlets,104
2014-05,Total,Food Caterers,93.9
2014-05,Total,Other Eating Places,101.1
2014-06,Total,Restaurants,95.5
2014-06,Total,Fast Food Outlets,102.5
2014-06,Total,Food Caterers,95.6
2014-06,Total,Other Eating Places,99.3
2014-07,Total,Restaurants,96.1
2014-07,Total,Fast Food Outlets,94.8
2014-07,Total,Food Caterers,99.2
2014-07,Total,Other Eating Places,100.3
2014-08,Total,Restaurants,101.3
2014-08,Total,Fast Food Outlets,101.1
2014-08,Total,Food Caterers,118.5
2014-08,Total,Other Eating Places,102.2
2014-09,Total,Restaurants,96.5
2014-09,Total,Fast Food Outlets,97.3
2014-09,Total,Food Caterers,96.4
2014-09,Total,Other Eating Places,99.7
2014-10,Total,Restaurants,102.9
2014-10,Total,Fast Food Outlets,102.8
2014-10,Total,Food Caterers,94.7
2014-10,Total,Other Eating Places,103.5
2014-11,Total,Restaurants,98.9
2014-11,Total,Fast Food Outlets,100.4
2014-11,Total,Food Caterers,98.1
2014-11,Total,Other Eating Places,98.8
2014-12,Total,Restaurants,108.6
2014-12,Total,Fast Food Outlets,104.3
2014-12,Total,Food Caterers,102.9
2014-12,Total,Other Eating Places,106.3
2015-01,Total,Restaurants,96.8
2015-01,Total,Fast Food Outlets,101.1
2015-01,Total,Food Caterers,100.7
2015-01,Total,Other Eating Places,100.5
2015-02,Total,Restaurants,108
2015-02,Total,Fast Food Outlets,94.4
2015-02,Total,Food Caterers,105.6
